Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2014,160137,IL0032ZZ - CHICAGO CUSTOMHOUSE,610 S CANAL STREET,60607,NEAR WEST SIDE,Office,"279,320",1932,1,81,"11,405,135","7,474,178",,,,68,156,65,153,"2,688",9.62,41.87397525,-87.64002227,"(41.87397525, -87.64002227)"
2014,101755,Harris Bank Building,115 S. LaSalle Street,60603,LOOP,Office,"1,526,102",1974,1,53,"96,188,340","96,243,598",,,,126,264,123,261,"24,437",16.01,41.88031326,-87.63191186,"(41.88031326, -87.63191186)"
2014,101709,20 North Wacker Drive,20 North Wacker Drive,60606,LOOP,Office,"1,742,899",1929,1,,"64,733,556","73,475,903",,,,79,161,76,158,"16,908",9.7,41.88252633,-87.63747012,"(41.88252633, -87.63747012)"
2014,101681,Presence Resurrection Medical Center,7435 West Talcott Avenue,60631,NORWOOD PARK,Hospital (General Medical & Surgical),"1,096,075",1953,2,31,"91,777,477","186,358,801",,,,254,441,246,433,"28,338",25.85,41.98632417,-87.81456571,"(41.98632417, -87.81456571)"
2014,101907,225 West Washington,225 West Washington,60606,LOOP,Office,"539,705",1987,1,68,"39,067,059",,,,,72,227,68,213,"7,849",14.54,41.88285621,-87.63499083,"(41.88285621, -87.63499083)"
2014,101881,25 E Washington,25 East Washington Street,60602,LOOP,Office,"488,324",1914,1,94,"17,070,966",,"5,550,906",,,46,123,45,122,"3,798",7.78,41.8829176,-87.62666864,"(41.8829176, -87.62666864)"
2014,101971,Corboy Law Center,25 E. Pearson St.,60611,NEAR NORTH SIDE,College/University,"306,560",2004,1,,"23,270,864","8,299,049",,,,103,267,96,253,"5,116",16.69,41.897139,-87.62708914,"(41.897139, -87.62708914)"
2014,103743,33 N. Dearborn,33 N. Dearborn,60602,LOOP,Office,"372,137",1966,1,70,"15,168,670","17,670,601",,"6,715,224",,106,196,100,190,"4,340",11.66,41.88287054,-87.62903883,"(41.88287054, -87.62903883)"
2014,250125,Comer Children's Hospital,5721 S. Maryland Ave.,60637,HYDE PARK,Hospital (General Medical & Surgical),"252,204",2006,1,3,"37,006,313",,"45,288,420",,,326,677,326,677,"10,442",41.4,41.79022382,-87.60461196,"(41.79022382, -87.60461196)"
2014,101508,Northeastern Illinois University,5500 N. Saint Louis Avenue,60625,NORTH PARK,College/University,"1,258,489",1961,19,,"53,531,039","88,910,222",,,,113,208,,,"15,478",12.3,41.98039877,-87.72026611,"(41.98039877, -87.72026611)"
2014,101742,James R Thompson Center,100 W. Randolph St.,60601,LOOP,Office,"1,200,000",1985,1,44,"84,803,793","56,277,851",,,,118,271,112,265,"20,027",16.69,41.88517287,-87.63173182,"(41.88517287, -87.63173182)"
2014,101753,222 South Riverside Plaza,222 South Riverside Plaza,60606,NEAR WEST SIDE,Office,"1,237,455",1971,1,84,"79,388,164","37,344,286",,,,94,233,92,229,"17,934",14.49,41.8787371,-87.63898537,"(41.8787371, -87.63898537)"
2014,101744,One North Wacker,One North Wacker Drive,60606,LOOP,Office,"1,599,211",2001,1,77,"109,723,642",,,"38,694,407",,93,240,91,234,"24,084",15.06,41.88230154,-87.636058,"(41.88230154, -87.636058)"
2014,101745,161 North Clark,161 North Clark,60601,LOOP,Office,"1,200,836",1992,1,81,"81,305,742",,,,,68,213,68,213,"16,335",13.6,41.88490511,-87.6305179,"(41.88490511, -87.6305179)"
2014,102409,Senn Achieve-CPS,5900 N GLENWOOD AVE,60660,EDGEWATER,K-12 School,"346,140",1912,1,46,"12,902,451","24,971,056",,,,109,193,104,187,"3,919",11.32,41.98901511,-87.66668203,"(41.98901511, -87.66668203)"
2014,103778,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,60640,UPTOWN,Hospital (General Medical & Surgical),"412,000",1952,4,30,"38,961,560","88,380,814",,,,309,522,302,514,"12,522",30.39,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
2014,103739,20 North Clark Street - 2821,20 North Clark Street,60602,LOOP,Office,"433,246",1981,1,79,"25,172,863","1,542,457",,,,62,186,59,178,"5,140",11.86,41.88230282,-87.63117675,"(41.88230282, -87.63117675)"
2014,101707,111 East Wacker Drive,111 East Wacker Drive,60601,LOOP,Office,"1,281,847",1969,1,73,"57,641,168","60,587,097",,,,92,191,89,187,"14,799",11.54,41.8876921,-87.62356505,"(41.8876921, -87.62356505)"
2014,101560,IL0054ZZ - CLARK FEDERAL BLDG,536 S CLARK STREET,60605,LOOP,Office,"689,733",1912,1,70,"31,265,077","37,628,163",,,,100,200,95,195,"8,280",12,41.87500832,-87.63122808,"(41.87500832, -87.63122808)"
2014,101854,10 South Riverside Plaza,10 South Riverside Plaza,60606,NEAR WEST SIDE,Office,"787,045",1964,1,88,"32,314,677","24,510,340",,,,72,162,70,159,"7,794",9.9,41.88124095,-87.63911942,"(41.88124095, -87.63911942)"
2014,101569,Robert Morris Center,401 S. State St.,60605,LOOP,Adult Education,"517,424",1893,1,,"16,366,914","8,711,048",,,,49,117,45,113,"3,751",7.25,41.87632131,-87.62720278,"(41.87632131, -87.62720278)"
2014,101716,311 S. Wacker,311 South Wacker,60606,LOOP,Office,"1,433,105",1990,1,71,"103,144,555",,,,,72,226,70,218,"20,723",14.46,41.87745822,-87.63573828,"(41.87745822, -87.63573828)"
2014,101799,200 South Wacker Property LLC,200 South Wacker Drive,60606,LOOP,Office,"874,000",1981,1,69,"61,968,744",,,,,71,223,69,218,"12,450",14.25,41.87902474,-87.63734431,"(41.87902474, -87.63734431)"
2014,101975,Daley Center,14 East Jackson Blvd.,60604,LOOP,College/University,"371,257",1930,1,,"8,803,114","20,741,731",,"6,131,688",,96,150,92,145,"3,194",8.6,41.87849557,-87.62724664,"(41.87849557, -87.62724664)"
2014,102365,Lake View Hi-CPS,4015 N Ashland Ave,60613,LAKE VIEW,K-12 School,"266,099",1898,1,85,"5,222,793","12,423,369",,,,66,111,60,104,"1,709",6.42,41.95525436,-87.66860456,"(41.95525436, -87.66860456)"
2014,101929,"200 S. Michigan, LLC",200 S. Michigan Ave.,60604,LOOP,Office,"421,232",1958,1,78,"17,227,570","17,140,828",,"9,542,928",,104,194,101,190,"4,875",11.57,41.87931324,-87.62491915,"(41.87931324, -87.62491915)"
2014,250038,Brooks Colle-CPS,250 E 111th St,60628,ROSELAND,K-12 School,"255,116",1999,1,13,"9,929,524","16,275,539",,,,103,189,99,185,"2,859",11.21,41.69387867,-87.61698808,"(41.69387867, -87.61698808)"
2014,101958,17 N. State LLC,17 N. State Street,60602,LOOP,Office,"409,072",1914,1,85,"15,055,095","14,135,755",,,,71,152,66,147,"3,776",9.23,41.88270627,-87.62731812,"(41.88270627, -87.62731812)"
2014,250001,120 North LaSalle,120 North LaSalle Street,60602,LOOP,Office,"477,123",1991,1,77,"27,764,608",,,,,58,183,56,174,"5,578",11.69,41.88374717,-87.63315639,"(41.88374717, -87.63315639)"
2014,102157,Prudential Plaza,130 East Randolph & 180 North Stetson,60601,LOOP,Office,"2,751,094",1972,1,83,"149,471,292","44,242,957",,,,70,188,67,181,"32,381",11.77,41.88494749,-87.62313016,"(41.88494749, -87.62313016)"
2014,103600,10 South LaSalle Street,10 South LaSalle Street,60603,LOOP,Office,"871,962",1986,1,67,"59,096,795","774,949",,,,69,214,66,204,"11,915",13.66,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2014,250056,Whitney Youn-CPS,211 S LAFLIN ST,60607,NEAR WEST SIDE,K-12 School,"430,443",1975,1,6,"27,226,255","45,584,993",,,,169,310,163,303,"7,891",18.33,41.87825891,-87.6636621,"(41.87825891, -87.6636621)"
2014,101789,200 West Madison,200 West Madison,60606,LOOP,Office,"1,001,834",1982,1,72,"67,148,501",,,,,67,211,64,200,"13,491",13.47,41.88234782,-87.6343649,"(41.88234782, -87.6343649)"
2014,103643,180 North LaSalle,180 North LaSalle Street,60601,LOOP,Office,"857,412",1972,1,80,"34,885,107","36,531,716",,"18,642,430",,105,194,102,189,"9,932",11.58,41.88538772,-87.63289117,"(41.88538772, -87.63289117)"
2014,101679,Presidents Plaza 1,8600 West Bryn Mawr Ave,60631,OHARE,Office,"417,395",1980,1,75,"32,901,101","347,070",,,,80,248,77,238,"6,629",15.88,41.98292604,-87.84221511,"(41.98292604, -87.84221511)"
2014,103664,Northern Trust Headquarters,50 S. LaSalle,60603,LOOP,Financial Office,"580,000",1963,1,80,"31,377,219","21,202,799",,,,91,208,87,205,"7,430",12.81,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
2014,101717,55 East Monroe,55 East Monroe Street,60603,LOOP,Office,"1,674,462",1972,1,64,"111,793,907","1,063,517",,"43,490,499",,93,236,90,224,"24,809",14.82,41.88017573,-87.62564433,"(41.88017573, -87.62564433)"
2014,101038,2111 W. Roosevelt Rd.,2111 W. Roosevelt Rd.,60608,NEAR WEST SIDE,Office,"458,947",2006,1,92,"25,519,556","15,302,785",,,"84,180",89,210,86,206,"5,946",12.96,41.86578401,-87.67979313,"(41.86578401, -87.67979313)"
2014,100729,Northern Trust - Chicago,801 S. Canal St,60607,NEAR WEST SIDE,Office,"568,200",1989,1,66,"48,685,589","2,601,900",,,,90,274,87,265,"9,920",17.46,41.8712255,-87.63869278,"(41.8712255, -87.63869278)"
2014,101791,55 West Monroe,55 West Monroe,60603,LOOP,Office,"899,237",1980,1,82,"47,301,853",,,,,53,165,50,157,"9,504",10.57,41.88038865,-87.6298223,"(41.88038865, -87.6298223)"
2014,103640,One North LaSalle,1 N. LaSalle,60602-3902,LOOP,Office,"501,904",1932,1,81,"18,120,566","27,641,914",,,,91,171,86,165,"5,109",10.18,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2014,250126,DCAM,5758 S. Maryland Ave.,60637,HYDE PARK,Ambulatory Surgical Center,"538,062",1996,1,,"60,586,645",,"50,494,257",,,206,467,206,467,"15,525",28.85,41.79021756,-87.60550798,"(41.79021756, -87.60550798)"
2014,101788,333 West Wacker,333 West Wacker Drive,60606,LOOP,Office,"1,012,961",1982,1,80,"58,136,624",,,,"103,222",58,180,58,180,"11,688",11.54,41.88609655,-87.63591682,"(41.88609655, -87.63591682)"
2014,101559,IL0303ZZ - METCALFE FED BLDG,77 W JACKSON,60604,LOOP,Office,"840,365",1991,1,90,"39,400,411",,,,,47,147,46,144,"7,916",9.42,41.87755536,-87.6304139,"(41.87755536, -87.6304139)"
2014,101935,500 N Michigan,500 N Michigan,60611,NEAR NORTH SIDE,Office,"373,561",1968,1,54,"32,495,267",,,,,87,273,82,259,"6,529",17.48,41.89117131,-87.62469712,"(41.89117131, -87.62469712)"
2014,103595,Chicago Board of Trade Building,141 W. Jackson Blvd.,60604,LOOP,Office,"1,573,971",1930,1,65,"141,357,318",,,"62,757,738",,130,322,128,318,"31,708",20.15,41.87750025,-87.63227855,"(41.87750025, -87.63227855)"
2014,103615,NMH Prentice Womens Hospital,250 E Superior Street,60611,NEAR NORTH SIDE,Hospital (General Medical & Surgical),"945,000",2007,1,52,"83,746,482","118,674,838",,,,214,410,205,394,"23,129",24.48,41.89627286,-87.62088103,"(41.89627286, -87.62088103)"
2014,103711,Two North LaSalle,2 North LaSalle,60602,LOOP,Office,"776,691",1978,1,89,"45,889,489",,,,,59,186,56,177,"9,220",11.87,41.8823134,-87.63279516,"(41.8823134, -87.63279516)"
2014,103685,One North State,1 North State,60602,LOOP,Office,"829,072",1910,1,74,"45,261,204","23,312,000",,,,83,201,82,199,"10,332",12.46,41.88238964,-87.62728409,"(41.88238964, -87.62728409)"
2014,103653,River North Point,350 North Orleans Street,60654,NEAR NORTH SIDE,Office,"1,738,520",1975,1,72,"155,920,041","3,700,700",,"36,941,830",,113,305,110,297,"33,470",19.25,41.88851686,-87.63777722,"(41.88851686, -87.63777722)"
2014,102285,Advocate Illinois Masonic Medical Center,836 W. Wellington Avenue,60657,LAKE VIEW,Hospital (General Medical & Surgical),"1,143,379",2004,15,89,"75,466,070","126,097,807",,,,176,323,172,317,"21,860",19.12,41.93678761,-87.65090588,"(41.93678761, -87.65090588)"
2014,158088,Evangelical Lutheran Church in America,8765 W. Higgins Road,60631,OHARE,Office,"252,250",1969,1,88,"12,955,835",,,,,54,164,50,153,"2,634",10.44,41.98712961,-87.84592168,"(41.98712961, -87.84592168)"
2014,101943,303 West Madison,303 West Madison,60606,LOOP,Office,"345,450",1987,1,67,"26,154,611",,,,,76,238,73,228,"5,255",15.2,41.88155993,-87.63556015,"(41.88155993, -87.63556015)"
2014,158438,Realtor Building,430 N. Michigan Ave,60611,NEAR NORTH SIDE,Office,"264,980",1962,1,79,"12,729,954","9,232,664",,,,83,187,80,184,"3,048",11.5,41.8903758,-87.62467983,"(41.8903758, -87.62467983)"
2014,102309,Schurz High-CPS,3601 N MILWAUKEE AVE,60641,IRVING PARK,K-12 School,"454,800",1910,1,80,"12,030,668","28,114,489",,,,88,148,83,142,"3,910",8.6,41.94750755,-87.735506,"(41.94750755, -87.735506)"
2014,101878,200 West Jackson Boulevard Building,200 West Jackson Blvd.,60606,LOOP,Office,"545,162",1971,1,77,"26,798,657","25,865,354",,"9,931,908",,115,222,112,219,"7,282",13.36,41.87843672,-87.63410024,"(41.87843672, -87.63410024)"
2014,250052,Steinmetz Ac-CPS,3030 N MOBILE AVE,60634,BELMONT CRAGIN,K-12 School,"323,400",1934,1,66,"8,184,634","19,187,703",,,,85,142,80,136,"2,664",8.24,41.93560335,-87.7843396,"(41.93560335, -87.7843396)"
2014,100433,Presence SMEMC St Mary Campus,2233 West Division St,60622,WEST TOWN,Hospital (General Medical & Surgical),"681,854",1976,4,38,"67,182,962","112,338,299",,,,263,482,255,473,"19,465",28.55,41.90251573,-87.68336086,"(41.90251573, -87.68336086)"
2014,101765,77 West Wacker Drive,77 W. Wacker Drive,60601,LOOP,Office,"1,153,218",1992,1,83,"64,243,388",,,,,56,175,53,167,"12,907",11.19,41.88651883,-87.630542,"(41.88651883, -87.630542)"
2014,158405,250 South Wacker Drive,250 South Wacker Drive,60606,LOOP,Office,"251,826",1958,1,87,"10,671,020","7,617,678",,,,73,165,69,161,"2,549",10.12,41.87843521,-87.63727562,"(41.87843521, -87.63727562)"
2014,101720,131 S. Dearborn 3,131 S. Dearborn,60603,LOOP,Office,"1,652,550",2002,1,77,"160,426,951","62,500",,,,97,305,96,302,"32,235",19.51,41.87980869,-87.62854911,"(41.87980869, -87.62854911)"
2014,103597,30 North LaSalle Street,30 North LaSalle Street,60602,LOOP,Office,"1,095,104",1974,1,87,"40,942,669","33,580,809",,,,68,150,,,"10,010",9.14,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2014,158403,Illinois Institute of Technology- DTC,565 West Adams Street,60661-3061,NEAR WEST SIDE,College/University,"284,000",1992,1,,"18,063,862","27,221,853",,,,160,300,157,294,"5,075",17.87,41.87897403,-87.64212148,"(41.87897403, -87.64212148)"
2014,102460,Museum of Science and Industry,5700 South Lake Shore Drive,60637,HYDE PARK,Museum,"1,211,750",1893,1,,"42,942,145","31,928,824",,,,62,139,58,135,"10,297",8.5,41.79055467,-87.58295123,"(41.79055467, -87.58295123)"
2014,101733,Two North Riverside Plaza,2 North Riverside Plaza,60606,NEAR WEST SIDE,Office,"741,328",1929,1,71,"39,443,266","35,504,858",,,,101,217,97,210,"9,811",13.23,41.88253679,-87.63918687,"(41.88253679, -87.63918687)"
2014,103815,328 S. Jefferson,328 S. Jefferson,60661,NEAR WEST SIDE,Office,"330,217",1928,1,86,"11,375,878","20,499,729",,,,97,173,92,168,"3,374",10.22,41.87715297,-87.64290989,"(41.87715297, -87.64290989)"
2014,101980,Harold Washington College,30 East Lake Street,60601,LOOP,College/University,"345,300",1983,1,,"18,393,372","127,278,001",,,,422,554,422,555,"10,456",30.28,41.88606565,-87.62685764,"(41.88606565, -87.62685764)"
2014,101840,Northwestern University Chicago Campus,710N Lakeshore Dr,60611,NEAR NORTH SIDE,College/University,"2,238,599",1925,12,,"219,950,383","516,911,375",,,"20,981,795",339,560,,,"73,204",32.7,41.89534174,-87.61664801,"(41.89534174, -87.61664801)"
2014,101766,181 West Madison,181 W Madison Street,60602,LOOP,Office,"1,082,248",1990,1,73,"75,482,516",,,,"108,054",70,219,70,219,"15,173",14.02,41.88158551,-87.63338486,"(41.88158551, -87.63338486)"
2014,103644,200 North LaSalle,200 N LaSalle Ave,60601,LOOP,Office,"698,645",1984,1,47,"59,479,178",,,,,85,267,85,267,"11,950",17.1,41.88607935,-87.63304163,"(41.88607935, -87.63304163)"
2014,101562,DePaul Center,1 East Jackson Blvd.,60604,LOOP,College/University,"701,699",1910,1,,"46,435,273",,,,,66,208,64,202,"9,329",13.3,41.87754201,-87.62723219,"(41.87754201, -87.62723219)"
2014,103816,AMA Plaza,330 North Wabash,60611,NEAR NORTH SIDE,Office,"1,915,669",1971,1,75,"101,318,146","39,979,936",,"53,623,173",,102,216,100,214,"26,440",13.8,41.88863693,-87.62751976,"(41.88863693, -87.62751976)"
2014,101839,120 South Riverside Plaza,120 South Riverside Plaza,60606,NEAR WEST SIDE,Office,"787,045",1966,1,94,"31,426,595","21,336,428",,,,67,154,65,151,"7,447",9.46,41.87996528,-87.63907767,"(41.87996528, -87.63907767)"
2014,101674,Presidents Plaza 2,8700 West Bryn Mawr Ave,60631,OHARE,Office,"441,327",1983,1,72,"29,871,538","557,026",,,,69,214,68,210,"6,031",13.67,41.98171896,-87.84446238,"(41.98171896, -87.84446238)"
2014,101862,101 North Wacker,101 North Wacker Drive,60606,LOOP,Office,"663,093",1980,1,80,"52,535,110",,,,,79,249,77,241,"10,555",15.92,41.88356984,-87.6364138,"(41.88356984, -87.6364138)"
2014,101835,230 W Monroe,230 W Monroe,60606,LOOP,Office,"661,535",1971,1,82,"29,466,046","35,313,446",,,,98,196,,,"7,796",11.78,41.88100752,-87.63490659,"(41.88100752, -87.63490659)"
2014,101739,One South Dearborn,1 South Dearborn,60603,LOOP,Office,"942,732",2005,1,83,"56,988,589",,,,,61,190,58,182,"11,450",12.15,41.88165139,-87.62884674,"(41.88165139, -87.62884674)"
2014,102283,Presence St Joseph Hospital - Chicago,2900 N Lake Shore Drive,60657,LAKE VIEW,Hospital (General Medical & Surgical),"681,807",1960,2,36,"62,963,376","100,128,500",,,,239,444,235,439,"17,968",26.35,41.93498449,-87.63728308,"(41.93498449, -87.63728308)"
2014,250129,300 North LaSalle,300 N LaSalle,60654,NEAR NORTH SIDE,Office,"1,506,959",2007,1,80,"94,085,354",,,,"666,678",63,197,61,191,"18,952",12.58,41.88814152,-87.63312862,"(41.88814152, -87.63312862)"
2014,102079,East Bank Club,500 North Kingsbury Street,60654,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,"302,780",1980,1,,"37,592,154","38,890,102",,,,253,525,249,521,"9,618",31.77,41.89011705,-87.63932051,"(41.89011705, -87.63932051)"
2014,100418,Morgan Park-CPS,1744 W Pryor Ave,60643,MORGAN PARK,K-12 School,"269,480",1921,1,70,"7,619,235","15,863,384",,,,87,151,83,145,"2,373",8.81,41.69164701,-87.66578473,"(41.69164701, -87.66578473)"
2014,160438,155 North Wacker,155 N. Wacker,60606,LOOP,Office,"1,334,888",2009,1,80,"81,559,800",,,"35,212,189",,88,218,85,210,"18,242",13.67,41.884658,-87.636809,"(41.884658, -87.636809)"
2014,250124,Albert Merritt Billings,950 East 59th St.,60637,HYDE PARK,Office,"488,322",1927,1,83,"19,456,661",,"18,101,040",,,77,170,74,166.3,"5,111",10.47,41.787764,-87.602285,"(41.787764, -87.602285)"
2014,110848,Gordon Center for Integrative Science (GCIS),929 East 57th Street,60637,HYDE PARK,Laboratory,"479,503",2005,1,,"89,021,468",,"144,812,352",,,488,946,464,918,"27,501",57.35,41.791333,-87.602895,"(41.791333, -87.602895)"
2014,103620,Grossinger City Autoplex,1530 N Dayton St,60642,NEAR NORTH SIDE,Automobile Dealership,"275,000",2008,1,,"11,270,379","5,739,722",,,,62,151,57,142,"2,569",9.34,41.910106,-87.649495,"(41.910106, -87.649495)"
2014,106819,Kenwood Acad-CPS,5015 S Blackstone Ave,60615,KENWOOD,K-12 School,"297,418",1969,1,85,"9,850,591",,,,,33,104,33,104,"1,979",6.65,41.803961,-87.590479,"(41.803961, -87.590479)"
2014,103696,111 South Wacker,111 South Wacker,60606,LOOP,Office,"1,248,730",2004,1,78,"95,260,754",,,,,76,240,74,232,"19,139",15.33,41.880335,-87.636667,"(41.880335, -87.636667)"
2014,250046,Jones Colleg-CPS,600 S State St,60605,LOOP,K-12 School,"253,266",1968,1,5,"14,403,553","9,339,938",,,,94,217,88,208,"3,390",13.38,41.874294,-87.627664,"(41.874294, -87.627664)"
2014,101686,Harlem-Foster Shopping Center,7240 West Foster Avenue,60656,NORWOOD PARK,Strip Mall,"273,613",1958,30,,"20,005,795","18,778,584",,,,142,302,136,295,"5,017",18.34,41.974578,-87.808091,"(41.974578, -87.808091)"
2014,103611,Clark-Adams,105 W. Adams,60603,LOOP,Office,"490,273",1927,1,64,"22,359,198","35,944,627",,,,119,220,114,214,"6,401",13.06,41.879395,-87.630986,"(41.879395, -87.630986)"
2014,250138,Provident Hospital,500 E. 51st St.,60615,GRAND BOULEVARD,Hospital (General Medical & Surgical),"373,995",1981,2,1,"39,238,375","77,699,964",,,,313,548,302,535,"12,011",32.11,41.802169,-87.613988,"(41.802169, -87.613988)"
2014,101924,"018110 - Union Tower, LLC",550 West Van Buren,60607,NEAR WEST SIDE,Office,"362,262",2001,1,89,"26,578,194",,,,,73,230,71,224,"5,340",14.74,41.876786,-87.641142,"(41.876786, -87.641142)"
2014,250134,5098-Bank of America,231 S. LaSalle Street,60604,LOOP,Office,"1,129,407",1924,1,85,"46,638,287","33,131,693",,"23,340,024",,91,181,89,179,,,41.878681,-87.632292,"(41.878681, -87.632292)"
2014,103705,CentralOffic-CPS,125 S Clark St,60603,LOOP,Office,"502,000",1900,1,93,"17,041,309","19,300,137",,,,72,147,70,144,"4,449",8.86,41.879992,-87.630764,"(41.879992, -87.630764)"
2014,103608,329 W 18th Street,329 W 18th Street,60616,LOWER WEST SIDE,Office,"406,780",1911,1,97,"11,287,176","7,229,520",,,,46,106,44,103,"2,652",6.52,41.857685,-87.636254,"(41.857685, -87.636254)"
2014,103759,Headquarters,547 W. Jackson Blvd.,60661,NEAR WEST SIDE,Office,"347,691",1922,1,56,"23,203,760","14,152,291",,,,107,252,,,"5,414",15.57,41.878003,-87.641471,"(41.878003, -87.641471)"
2014,101722,500 West Monroe,500 West Monroe,60661,NEAR WEST SIDE,Office,"1,153,491",1992,1,85,"63,075,187","680,954",,,,55,172,52,162,"12,709",11.02,41.880609,-87.639778,"(41.880609, -87.639778)"
2014,102587,Carver Milli-CPS,13100 S Carver Dr,60827,RIVERDALE,K-12 School,"298,689",1973,1,73,"13,623,785",,,,,46,143,45,142,"2,737",9.16,41.657559,-87.592115,"(41.657559, -87.592115)"
