pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04553079,5549_0808,4553079,CO/GLC 14203/2815 NORTH ST NE/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2815 N ST SE,C&P TELEPHONE COMPANY,7,2815 N ST SE,WASHINGTON,DC,20019,1947,Office,Office,50100,48302,15,93.4,,287.3,,595.8,12.3,229,1282082,,138000,,Whole Building,Whole Building,38.87431367,-76.96709294
PM04382871,0035_1009,4382871,Emerson House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0008 N ST NW,EMERSON HOUSE CONDOMINIUM,2,0008 North Street,Washington,DC,20020,1995,Multifamily Housing,Multifamily Housing,83924,83924,96,40.9,41.3,90.2,90.6,335.5,4,3081.7,556104,15344.69966,,,Whole Building,Whole Building,38.874436,-77.009831
PM04353707,0546_0819,4353707,River Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1301 DELAWARE AV SW,RIVER PARK MUTUAL HOMES INC,6,1301 Delaware Ave Sw,Washington,DC,20024,1950,Multifamily Housing,Multifamily Housing,363870,550000,9,92.7,95.4,192.6,195.4,4252.4,7.7,25235.2,7345984,259442.6166,,,Whole Building,Whole Building,38.87457444,-77.01544851
DC05022273,0502_2273,N/A,,,,12/31/2015,Exempt from this year's disclosure,0401 N ST SW,TIBER ISLAND CONDO,,,Washington,DC,,1965,,Not Provided,,,,,,,,,,,,,,,,,38.8746613,-77.0175621
PM04426941,0771_4074,4426941,Foundry Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,301 TINGEY STREET SE,FOUNDRY LOFTS CONDO,6,301 Tingey Street SE,Washington,DC,20003,2011,Multifamily Housing,Multifamily Housing,158188,210069,56,49.3,50.2,108.1,109,1007.4,4.8,4561.4,1659809,46927.92627,,,Whole Building,Whole Building,38.87470737,-77.00158454
PM02791015,0502_0184,2791015,Tiber Island Cooperative Homes Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6,429 N Street SW,Washington,DC,20024,1965,Multifamily Housing,Multifamily Housing,315832,315832,36,81.4,83.6,154.5,156.8,2207.9,7,15424.2,3059961,152551.896,,,Whole Building,,38.87505,-77.0189804
PM03332272,0546_2282,3332272,Carrollsburg A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0240 M ST SW,THE CARROLLSBURG CONDO,6,1250 4th St. SW,Washington,DC,20024,1974,Multifamily Housing,Multifamily Housing,305599,486912,63,66.8,68.3,114.2,114.1,2556.3,5.2,16981.9,3010091,222429.1696,,,Whole Building,Whole Building,38.8751593,-77.017243
DC07700040,0770_0040,N/A,,,,12/31/2015,Exempt from this year's disclosure,300 TINGEY ST SE,FC BOILERMAKER LLC,,,Washington,DC,,2012,,Not Provided,,,,,,,,,,,,,,,,,38.8752103,-77.0012686
PM03956966,1025_0812,3956966,Maritime Plaza-2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6,1220 12th Street SE,Washington,DC,20003,2003,Office,Office,145117,168417,,51.1,51.1,131.5,130.5,963.6,5.7,1743.4,1836534,23480.63801,,,Whole Building,Whole Building,38.87525385,-76.98994638
PM03518921,0700_0044,3518921,26830-Washington DC/S. Capitol St SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,1230 South Capitol Street Se,Washington DC,DC,20003,1991,Non-Refrigerated Warehouse,Warehouse,108000,89999,15,33,33.8,68.2,69,274.3,3,110,422629,15305.99769,,,Whole Building,Whole Building,38.8755571,-77.00857516
PM03353520,0770_0809,3353520,USDOT Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 NEW JERSEY AV SE,JBG/FEDERAL CENTER LLC,6,1200 New Jersey Ave. SE,Washington,DC,20590,2005,Office,Office,1918668,1579479,88,75.8,76.6,203,203.8,13889.3,8.8,22879,27337360,264135.0208,,,Whole Building,Whole Building,38.8758636,-77.0029834
PM03957505,1025_0811,3957505,Maritime Plaza-1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 M ST SE,WASHINGTON GAS LIGHT CO,6,1201 M Street SE,Washington,DC,20003,2001,Office,Office,207338,210467,91,55.4,55.1,148.4,146.4,1352.8,6.4,1551.4,2662542,25735.64176,,,Whole Building,Whole Building,38.87613896,-76.98934998
DC05462281,0546_2281,N/A,,,,12/31/2015,Exempt from this year's disclosure,0200 M ST SW,CARROLLSBURG SQUARE CONDO,,,Washington,DC,,1967,,Not Provided,,,,,,,,,,,,,,,,,38.8763955,-77.0139207
DC07000873,0700_0873,N/A,,,,12/31/2015,Exempt from this year's disclosure,M ST SE,25 M STREET HOLDINGS LLC,,,Washington,DC,,1936,,Not Provided,,,,,,,,,,,,,,,,,38.8764419,-76.9915905
DC09070015,0907_0015,N/A,,,,12/31/2015,Exempt from this year's disclosure,0770 M ST SE,770 M STREET LLC,6,,Washington,DC,20003,1800,,Not Provided,98376,,,,,,,,,,,,,,,,38.8765499,-76.9955776
PM00025506,0699_0028,25506,80 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,80 M ST SE,WELLS REIT II 80 M STREET LLC,6,80 M Street  SE,Washington,DC,20003,2001,Office,Office,384666,319955,87,61.1,61.6,180.5,181,2477.4,7.7,4197.7,5220037,17538.62846,,,Whole Building,Whole Building,38.8767314,-77.00629566
PM03632062,0743N0077,3632062,100 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,100 M ST SE,SQUARE 743 INC,6,100 M Street SE,Washington,DC,20003,2008,Office,Office,270134,256777,76,70,70.2,198.3,198.4,2192.8,8.5,2536.9,4491915,26574.54419,,,Whole Building,Whole Building,38.87675991,-77.00534259
PM04355416,0698_0032,4355416,2 M STREET REDEV LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2 M Street N.E.,2 M STREET REDEV LLC,6,2 M Street N.E.,Washington,DC,20002,2002,Multifamily Housing,Multifamily Housing,297720,297720,,74.8,75.9,184.9,186.1,2406,8.1,10762.1,4441237,71070.07078,,,Whole Building,Whole Building,38.905952,-77.008749
PM01434327,0698_0032,1434327,20 M,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,20 M ST SE,SOUTHEAST REALTY LLC,6,20 M Street S.E.,Washington D.C.,DC,20036,2006,Office,Office,297720,196545,80,70.5,70.5,221.5,221.5,1856,9.4,3254.2,4063578,,,,Whole Building,Whole Building,38.87679625,-77.00790436
PM02590139,0800_0029,2590139,300 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,300 M ST SE,FEDERAL CENTER LP,6,300 M Street SE,Washington,DC,20003,2001,Office,Office,397139,299132,91,46.2,46.2,145.2,145.2,1852,6.2,7791.5,4054735,,,,Whole Building,Whole Building,38.87685912,-77.00132817
PM01428777,0742_0039,1428777,Square 742 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 NEW JERSEY AV,SQUARE 742 LLC,6,1100 New Jersey Avenue S.E.,Washington,DC,20003,2003,Mixed Use Property,Office,409428,302596,86,75.3,75.6,230.1,230.4,2976.7,9.8,8157.5,6408551,9329.33439,,,Whole Building,Whole Building,38.87695905,-77.00388117
PM04855546,0499_0856,4855546,The View at Waterfront,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 6TH ST SW,JOHN HANCOCK LIFE INSURANCE COMPANY USA,6,1100 6th Street SW,Washington,DC,20024,1961,Multifamily Housing,Multifamily Housing,118584,237168,41,74.3,74.3,131.2,129.1,1423.1,6,9733.6,1769012,115811.1747,,,Whole Building,Whole Building,38.8771094,-77.01931987
PM04051449,0542_2962,4051449,Waterfront Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 3RD ST SW,WATERFRONT TOWER,6,1101 3rd Street SW,Washington,DC,20024,1960,Multifamily Housing,Multifamily Housing,84168,102743,11,91.1,92,203.4,204.4,823.3,8,3612.4,1552729,40620.18206,,,Whole Building,Whole Building,38.877116,-77.015767
PM03373031,0472_0129,3373031,The Mead Center at Arena Stage,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 6TH ST SW,WASHINGTON DRAMA SOCIETY INC,6,1101 6th Street SW,Washington,DC,20024,2010,Other - Entertainment/Public Assembly,Performing Arts,194088,199850,,142,143.3,286.2,285.5,2565.8,12.8,6704.9,3841404,152732.285,,,Whole Building,Whole Building,38.87712562,-77.02036042
PM03884974,0743N0076,3884974,Onyx on First,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 1ST ST SE,ONYX ACQUISITION LLC,6,1100 First St SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,238094,224857,38,58.6,57.8,148,144,1451,6.5,7562.3,2726889,38687.77352,,,Whole Building,Whole Building,38.87720645,-77.00554142
PM04991913,0542_0824,4991913,Leo at Waterfront Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1150 4TH ST,1150 4TH STREET SW LLC,6,1150 4th St SW,Washington,DC,20024,2014,Multifamily Housing,Multifamily Housing,233232,238000,29,50,50.1,152,152.1,1329.6,5.6,4423.9,3321586,5622.135556,,,Whole Building,Whole Building,38.8774465,-77.0163484
DC05420829,0542_0829,N/A,,,,12/31/2015,Exempt from this year's disclosure,1151 4TH ST,1151 4TH ST STREET SW LLC,6,,Washington,DC,,,,Not Provided,248844,,,,,,,,,,,,,,,,38.8774698,-77.0187651
PM02590105,0542_0827,2590105,1101 4th Street SW at Waterfront Station II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 4TH ST SW,USGBF WATERFRONT STATION LLC,6,1101 4th Street SW,Washington,DC,20024,2010,Office,Office,283470,296748,86,63.9,63.9,200.8,200.8,2540.1,8.6,6368.6,5561145,,,,Whole Building,Whole Building,38.87761027,-77.01815222
PM02590110,0542_0870,2590110,1100 4th Street at Waterfront Station l,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 4TH ST SW,WATERFRONT STATION 1,6,1100 4th Street SW,Washington,DC,20024,2010,Office,Mixed Use Property,355846,355846,81,91.8,92.3,258.3,258.9,3961.8,11.1,5253.9,8081794,50909.92922,690,,Whole Building,Whole Building,38.8776475,-77.0172102
PM03419984,0699N2972,3419984,Velocity Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1025 1ST STREET SE,VELOCITY CONDOS,6,1025 1st Street SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,198905,244289,36,45.7,44.9,132.8,129.8,1392.9,5.7,8119.5,2905356,12403.09475,,,Whole Building,Whole Building,38.8777369,-77.0063468
PM04114187,0741_0817,4114187,Courtyard Capitol Hill Navy Yard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,140 L Street SE,Washington,DC,20003,2006,Hotel,Hotel,121000,121553,61,86,85.2,204.9,200.9,1093.2,9,5374.1,1952407,37930.83421,,,Whole Building,Whole Building,38.8777452,-77.00419067
PM03987686,0741_0817,3987686,Washington DC CY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,140 L St SE,Washington,DC,20003,2006,Hotel,Hotel,121000,121220,57,86,84.5,204.8,200.1,1090,9,5374.6,1947069,37783.56182,,,Whole Building,Whole Building,38.8777452,-77.00419067
DC04990858,0499_0858,N/A,,,,12/31/2015,Exempt from this year's disclosure,1000 6TH ST SW,JOHN HANCOCK LIFE INSURANCE COMPANY USA,6,,Washington,DC,20024,1961,,Not Provided,118584,,,,,,,,,,,,,,,,38.877821,-77.01936
PM04189033,0542_4054,4189033,Town Center-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1001 3RD STREET SW,WATERFRONT TOWER NORTH,6,1001 3rd St. SW,Washington,DC,20024,2006,Multifamily Housing,Multifamily Housing,84328,102743,2,133.9,135.1,234.6,231.6,1103.7,10.7,5173.2,1354211,91339.89227,,,Whole Building,Whole Building,38.87784827,-77.01568336
PM03673287,0741_0816,3673287,Capitol Hill Tower Housing Cooperative-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,1000 New Jersey Ave SE,Washington,DC,20003,2006,Multifamily Housing,Multifamily Housing,407026,425000,86,45.3,45.3,92,89.8,1578.7,3.7,12255.7,2642747,102538.1345,,,Whole Building,Whole Building,38.8780119,-77.0042672
PM03301503,0697_0045,3301503,Half Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1015 HALF ST SE,HALF STREET SE LLC,6,1015 Half St. SE,Washington,DC,20003,2010,Office,Office,400000,414463,,29.3,29.3,92.1,92.1,1627,3.9,2560,3562205,,,,Whole Building,,38.87822921,-77.00781299
PM04007394,0472_0128,4007394,Commons at Town Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,6,907 6th Street SW,Washington,DC,20024,1965,Multifamily Housing,Multifamily Housing,1037766,100326,14,94,96,162.1,164.2,746.8,7.4,6686,892283,63865.0059,,,Whole Building,Whole Building,38.878664,-77.021155
PM04007391,0472_0128,4007391,Waterside Townhomes,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,6,907 6th Street SW,Washington,DC,20024,1971,Multifamily Housing,Multifamily Housing,1037766,53000,12,91,92.5,167.4,168.9,403.2,7.6,1253.8,533570.4,30031.92001,,,Whole Building,Whole Building,38.878664,-77.021155
PM03531644,0472_0128,3531644,Waterside Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,6,901 6th Street SW,Washington DC,DC,20024,1971,Multifamily Housing,Multifamily Housing,1037766,381600,18,92.7,94.2,170.5,172,2957,7.7,9194.2,3912849,220234.0878,,,Whole Building,Whole Building,38.878664,-77.021155
PM03852985,0646_0802,3852985,Capitol Skyline Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,10 I Street S.W.,Washington,DC,20024,1963,Hotel,Hotel,171867,105000,7,194.9,195.4,351.8,349.9,1684.1,16,12559.5,2167318,130698.0882,,,Whole Building,Whole Building,38.8790328,-77.00973245
PM03883905,0738_0028,3883905,909 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0909 NEW JERSEY AV,909 NEW JERSEY AVENUE ACQUISITION LLC,6,909 New Jersey Ave. SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,334295,356235,,27.5,27.2,86.2,85.4,1309.3,3.7,6982.3,2862733,329.0461162,,,Whole Building,Whole Building,38.87905289,-77.00549511
PM05007869,5359_0324,5007869,JW King Senior Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4638 H ST SE,J W KING SENIORS LIMITED PRTNSHP,7,4638 H Street SE,Washington,DC,20019,2006,Multifamily Housing,Multifamily Housing,81264,81264,65,40.2,40.5,102.5,102.9,363,4.5,2541.9,687341,9233.56679,,,Whole Building,Whole Building,38.8790545,-76.9327422
PM04780011,1046_0847,4780011,Chamberlain Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1345 POTOMAC AV SE,FRIENDSHIP PUBLIC CHARTER SCHOOL,6,1345 Potomac Avenue SE,Washington,DC,20003,1938,K-12 School,K-12 School,76216,75270,83,65.9,66.3,179.4,179.8,584,7.8,725.8,1163570,9888.561628,,,Whole Building,Whole Building,38.87939244,-76.98680458
PM03883919,0695_0819,3883919,70 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,70 I ST SE,70 EYE STREET ACQUISITION LLC,6,70 I Street SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,467843,460453,82,33.5,33.5,105.1,105.1,2062.8,4.5,12990.4,4516367,,,,Whole Building,Whole Building,38.87953188,-77.0070305
PM03883860,0695_0818,3883860,100 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,100 I ST SE,100 EYE STREET ACQUISITION LLC,6,100 I St. SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,281205,277005,65,36.7,36.7,115.2,115.2,1360.7,4.9,8463.2,2979098,,,,Whole Building,Whole Building,38.87956669,-77.0064198
PM03295814,0540_0109;0540_0118,3295814,Capital Park Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,101 G ST SW; 201 I ST SW,CAPITAL PARK APARTMENTS LIMITED PARTNERSHIP,6,201 I St SW,washington,DC,20024,1965,Multifamily Housing,Multifamily Housing,546234,546234,70,78.1,80.3,137.3,138,3433.1,6.3,24960,4233991,282266.4434,,,Whole Building,,38.8796914,-77.0141252
DC0643S0801,0643S0801,N/A,,,,12/31/2015,Exempt from this year's disclosure,0820 HALF ST SW,TRUSTEES OF THE CORCORAN GALLERY OF ART,6,,Washington,DC,,1969,,Not Provided,142537,,,,,,,,,,,,,,,,38.8797799,-77.011521
PM03644360,1045_2860,3644360,Jenkins Row on Capitol Hill,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1391 PENNSYLVANIA AVE SE,JENKINS ROW CONDOMINIUM,6,1391 PENNSYLVANIA AVE SE,Washington D.C.,DC,20003,2006,Multifamily Housing,Multifamily Housing,220808,277839,93,33,32.7,103.6,102.7,1226.7,4.4,11066.7,2685759,,,,Whole Building,Whole Building,38.8802299,-76.9871131
PM03350185,0468_2265,3350185,Town Square Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0700 7TH ST SW,TOWN SQUARE TOWERS CONDO,6,700 7th St SW,Washington,DC,200242459,1967,Multifamily Housing,Multifamily Housing,239118,316212,71,57.6,58.8,119.1,120.3,1683,5.3,5274.5,2599513,93324.99905,,,Whole Building,Whole Building,38.8802669,-77.0215353
PM03490061,0540_2838,3490061,Potomac Place Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0800 4TH ST SW,POTOMAC PLACE TOWER,6,800 4th Street SW,Washington,DC,20024,1958,Multifamily Housing,Multifamily Housing,251028,324756,57,42.7,41.6,129.5,126.1,1798.9,5.5,3257.8,3856888,7008.9999,,,Whole Building,Whole Building,38.8802745,-77.017125
PM03411637,0390_0053,3411637,NBL Associates,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,800 9TH ST SW,NBL ASSOCIATES LP,6,800 9th Street SW,Washington,DC,20024,1987,Office,Office,160748,120838,77,74.7,74.7,234.7,234.7,1209,10,1694.5,2647051,,,,Whole Building,Whole Building,38.88059988,-77.02419373
DC05402279,0540_2279,N/A,,,,12/31/2015,No report received,0030 G ST SW,CAPITOL PARK I CONDO,6,,Washington,DC,,1961,,Not Provided,391658,,,,,,,,,,,,,,,,38.8811759,-77.0122815
DC07960842,0796_0842,N/A,,,,12/31/2015,Exempt from this year's disclosure,0315 G ST SE,JANE E RAMSEY,6,,Washington,DC,,1900,,Not Provided,60462,,,,,,,,,,,,,,,,38.8812668,-77.0011676
DC05402661,0540_2661,N/A,,,,12/31/2015,Exempt from this year's disclosure,0350 G ST SW,POTOMAC PLACE CONDOMINIUM,6,,Washington,DC,20024,2003,,Not Provided,226297,,,,,,,,,,,,,,,,38.881267,-77.0165926
PM04351597,0540_0110,4351597,Capitol Park Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,301 G ST SW,CAPITOL PARK TOWER LLC,6,301 G St SW,Washington,DC,20024,1962,Multifamily Housing,Multifamily Housing,305520,305520,20,93.1,95.8,163,164,2281.4,7.5,12166.6,2796072,189081.6422,,,Whole Building,Whole Building,38.88168173,-77.01680642
DC52980031,5298_0031,N/A,,,,12/31/2015,No report received,5311 - 5323 E ST SE,ELSINOR COURTYARD LTD PRTNSHP,7,,Washington,DC,,,,Not Provided,66663,,,,,,,,,,,,,,,,38.8819089,-76.9261772
DC53530803,5353_0803,N/A,,,,12/31/2015,Exempt from this year's disclosure,4400 - 4454 E ST SE,BENNING HEIGHTS COOPERATIVE INC,7,,Washington,DC,,,,Not Provided,63096,,,,,,,,,,,,,,,,38.8820322,-76.9390637
PM04378929,5357_0012,4378929,KIPP DC - Benning Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4801 BENNING RD SE,KIPP DC,7,4801 Benning Rd.,Washington,DC,20019,2008,K-12 School,K-12 School,84681,84681,9,116,116.4,321.1,321.5,1173.9,13.9,1427.3,2366400,17509.21841,,,Whole Building,Whole Building,38.88263499,-76.93439653
DC53550807,5355_0807,N/A,,,,12/31/2015,Exempt from this year's disclosure,0513 46TH ST SE,BENNING HEIGHTS COOPERATIVE INC,7,,Washington,DC,,,,Not Provided,51350,,,,,,,,,,,,,,,,38.8827143,-76.9354908
DC53540803,5354_0803,N/A,,,,12/31/2015,Exempt from this year's disclosure,4401 E ST SE,BENNING HEIGHTS COOPERATIVE INC,7,,Washington,DC,,1945,,Not Provided,79159,,,,,,,,,,,,,,,,38.88281,-76.937845
PM03512116,0641_0833,3512116,CO/GLC 13117/30 E ST SW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0030 E ST SW,C&P TELEPHONE COMPANY,6,30 E ST SW,WASHINGTON,DC,20024,1905,Office,Office,365598,275905,1,365.3,365.3,1146.9,1146.9,13490.2,48.9,14270,29535310,,,,Whole Building,Whole Building,38.88290096,-77.01032722
