pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04373184,0055_0029,4373184,Science and Engineering Hall,3616625,Ross Hall Group,12/31/2017,In Compliance,817 23RD ST NW,THE GEORGE WASHINGTON UNIVERSITY,2,800 22nd Street  NW,Washington,DC,20052,2014,College/University,College/University,400000,496230,,0.2,0.2,0.2,0.2,5.8,0,3349.1,,,1091.167714,,,Another configuration,Another configuration,38.89980461,-77.04928264
PM01416427,0055_0855,1416427,Munson Hall,3616625,Ross Hall Group,12/31/2017,In Compliance,2212 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2212 I St  NW,Washington,DC,20052,1945,Residence Hall/Dormitory,Residence Hall/Dormitory,81153,49662,,40.9,40.6,89,86.8,171.1,3.4,2321.3,,320915.3,9347.73,,,Another configuration,Whole Building,38.9004951,-77.0498661
PM01418391,0055_0855,1418391,JBKO Hall,3616625,Ross Hall Group,12/31/2017,In Compliance,2212 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2222 I St  NW,Washington,DC,20052,1945,Residence Hall/Dormitory,Residence Hall/Dormitory,81153,81082,,31.5,30.6,77.3,74.4,234.8,2.9,7196.4,,502680.7,8379.88621,,,Another configuration,Whole Building,38.900495,-77.049866
PM02266039,0056_0030,2266039,Funger  Duques  and Tompkins Halls,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,2201 G St and 725 23rd St  NW,Washington,DC,20052,1970,College/University,College/University,399958,344663,,87.4,88.4,206.5,205.8,2693.5,7.8,5462,,5542453,112160.6376,,,Whole Building,Whole Building,38.898872,-77.049454
PM01032878,0057_0055,1032878,Townhouse Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,607 23RD ST NW,GEORGE WASHINGTON UNIVERSITY,2,607 23rd St  NW,Washington,DC,20052,2003,Residence Hall/Dormitory,Residence Hall/Dormitory,71224,69267,53,70.2,70.5,164.8,162.2,432.9,6.2,1756.9,,884438.3,18470.52863,,,Whole Building,Whole Building,38.89785017,-77.0498593
PM02293694,0057_0056,2293694,Smith Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,600 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,600 22nd St  NW,Washington,DC,20052,1975,College/University,College/University,128763,129302,,81.5,83,193.9,193.3,947.2,7.3,11850.1,,1963606,38406.49625,,,Whole Building,Whole Building,38.89784903,-77.04935553
PM04378204,0062_0020,4378204,American Pharmacist Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2215 CONSTITUTION AVE NW,AMERICAN PHARMACISTS ASSOCIATION,2,2215 Consitution Ave NW,Washington,DC,20037,2009,Office,Office,368289,260252,89,81,82,247.9,249.8,2291.9,8.8,13815.6,,5942923,7997.82438,,,Whole Building,Whole Building,38.89312347,-77.04946639
PM04559564,0066_0078,4559564,Cosmos Club,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2121 MASSACHUSETTS AV NW,COSMOS CLUB,2,2121 Massachusetts Ave.  NW,Washington,DC,20008,1900,Other,Other - Undetermined Property Type,94534,100000,,79.7,78.7,207.7,204.5,766.4,7.7,4013,,1737949,20436.06463,,,Whole Building,Whole Building,38.91201457,-77.04768894
PM04854460,0067_0059,4854460,The Fairfax at Embassy Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2100 MASSACHUSETTS AVE NW,NOIRO SOUTH LLC,2,2100 Mssachussetts ave nw,Washington,DC,20008,1928,Hotel,Hotel,217507,217504,31,100.4,103.2,215.3,218.3,1821.4,8.4,13832.7,,3352427,104024.3014,,,Whole Building,Whole Building,38.91049727,-77.04702477
PM06257246,0067_0065,6257246,Palomar DC - Silver P LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2121 P ST NW,SILVER P LLC,2,2121 P ST NW,Washington,DC,20037,1965,Hotel,Hotel,249568,251790,46,108.5,112.8,201.4,205.2,2060.2,8.2,14347705.5,,3091225,167596.8587,,,Whole Building,Whole Building,38.90982104,-77.0474154
DC00670830,0067_0830,N/A,,,,12/31/2017,No Report Received,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,2,2122 MASSACHUSETTS AV NW,Washington,DC,20008,1951,Other,Other - Undetermined Property Type,244904,,,,,,,,,,,,,,,,,38.91073933,-77.04834451
PM04013971,0067_1018,4013971,Dupont West Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2141 P ST NW,DUPONT WEST CONDOMINIUM,2,2141 P Street NW,Washington,DC,20057,1980,Multifamily Housing,Multifamily Housing,65008,65008,23,64.9,68,175.2,184,416.6,6.4,3231.1,53,976425.9,8848.41676,,,Whole Building,Whole Building,38.9099684,-77.0479256
PM02381169,0068_0088,2381169,WestPark Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1421 21ST ST NW,2130 P STREET ASSOCIATES,2,2130 P Street NW,Washington,DC,20006,1975,Multifamily Housing,Multifamily Housing,197259,203712,,50.9,51,130.4,130.8,984.1,4.8,5756.8,,2198346,28616.03755,,,Whole Building,Whole Building,38.90949013,-77.04791535
PM03995293,0068_0818,3995293,Brinton Woods Health and Rehabilitation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2131 O ST NW,MAR-SALLE CENTER ASSOCIATES,2,2131 O Street NW,Washington,DC,20037,1942,Senior Care Community,Senior Care Community,71734,71734,78,90.7,93.8,221.7,229,596.4,8.3,4503.2,,1272230,21625.18304,,,Whole Building,Whole Building,38.90885735,-77.04801464
PM04561384,0070_0188,4561384,Duke Ellington Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2121 WARD PL NW,ELLINGTON BUILDING LLC,2,2121 Ward PL  NW,Washington,DC,20037,1970,Office,Office,55474,55474,65,69.8,69.8,219.3,219.3,429.8,7.7,1411.5,,1135613,,,,Whole Building,Whole Building,38.90640816,-77.04757005
PM01600732,0070_0195,1600732,1200 New Hampshire,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,1200 New Hampshire Avenue,Washington,DC,20036,1979,Office,Office,284658,304871,24,102.7,102.7,322.6,322.6,3474.3,11.4,9944.9,,9179108,,,,Whole Building,Whole Building,38.90605489,-77.04765127
PM03993734,0070_0196,3993734,The Bond DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1230 NEW HAMPSHIRE AV,1230 NEW HAMPSHIRE LLC,2,1230 New Hampshire Ave  NW,Washington,DC,20036,2012,Multifamily Housing,Multifamily Housing,165495,165495,,29.2,29.8,80.6,81.2,485.3,2.9,2370.4,,1157626,8877.426397,,,Whole Building,Whole Building,38.90614063,-77.04710098
PM04374861,0070_1038,4374861,The Newport Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1260 21ST ST NW,THE NEWPORT CONDOMINIUM,2,1260 21st NW,Washington,DC,20036,1966,Multifamily Housing,Multifamily Housing,81630,81630,33,94.4,100.3,180.3,184.3,592.5,7.3,5743,48,929351.8,45327.58914,,,Whole Building,Whole Building,38.9067387,-77.0469768
PM04394168,0070_1040,4394168,The Saint George Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1280 21ST ST NW,THE SAINT GEORGE CONDOMINIUM,2,1280 21st St NW,Washington,DC,20036,1967,Other - Lodging/Residential,Other - Lodging/Residential,68133,68116,,54.8,55.3,122.2,119.5,320.1,4.7,2588.3,,616842.3,16305.67845,,,Whole Building,Whole Building,38.9069943,-77.046662
PM03475570,0071_3159,3475570,22 West A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1177 22ND ST NW,22 WEST CONDO,2,1177 22nd St  NW,Washington,DC,20037,2008,Multifamily Housing,Multifamily Housing,143478,225414,68,49.9,56.1,127.9,134.5,1068.1,4.7,3853.5,99,2384291,31194.97718,,,Whole Building,Whole Building,38.904727,-77.048407
PM04021278,0072_0006,4021278,Best Western Georgetown Hotel and Suites,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1121 NEW HAMPSHIRE AVE NW,GEORGETOWN SUITES LLC,2,1121 New Hampshire Avenue Northwest,Washington,DC,20037,1965,Hotel,Hotel,55161,55161,57,51.1,51.6,127.3,127.7,262,4.8,19545.8,,569211.9,8773.34046,,,Whole Building,Whole Building,38.90431077,-77.04795405
PM01419790,0072_0007,1419790,Aston,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1129 NEW HAMPSHIRE AVE NW,GEORGE WASHINGTON UNIVERSITY,2,1129 New Hampshire Ave  NW,Washington,DC,20052,1960,Residence Hall/Dormitory,Residence Hall/Dormitory,104970,70625,55,73.7,76.2,167.1,169.7,451.7,6.4,2090.4,,887883.1,21774.89665,,,Whole Building,Whole Building,38.90445719,-77.04788798
DC00720074,0072_0074,N/A,,,,12/31/2017,No Report Received,1143 NEW HAMPSHIRE AVE NW,WASHINGTON VALUE ADDED I LLC,2,1143 NEW HAMPSHIRE AVE NW,Washington,DC,20037,1980,Other,Other - Undetermined Property Type,226694,,,,,,,,,,,,,,,,,38.90473955,-77.04756432
PM03551424,0072_0075,3551424,02273 - 2100 M Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2100 M ST NW,LIBERTY 2100 M STREET LP,2,2100 M Street NW,Washington,DC,20037,1969,Office,Office,376487,286773,78,48.9,50.4,150.9,155.7,1534.3,5.4,4975.8,,4004413,3515.065789,,,Whole Building,Whole Building,38.90487202,-77.0470064
PM00013149,0072_0076,13149,2101 L St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2,2101 L St NW,Washington,DC,20037,1975,Office,Office,370000,381518,73,68,68,213.5,213.5,2877.1,7.5,12495.9,,7601307,,,,Whole Building,Whole Building,38.90437577,-77.0468819
PM03672429,0072_0858,3672429,The Savoy Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1101 NEW HAMPSHIRE AV NW,DAVID HORNSTEIN,2,1101 New Hampshire Ave  NW,Washington,DC,20037,1964,Multifamily Housing,Multifamily Housing,161623,161623,61,70.5,74.1,126.4,128.7,839.4,5.2,7372.9,50,1186162,73504.11014,,,Whole Building,Whole Building,38.90403308,-77.04831761
PM03238385,0073_0079,3238385,2141 K Street  NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2141 K ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,2141 K Street  NW,Washington,DC,20037,1966,Medical Office,Medical Office,166176,88373,41,112,114.5,291.7,294.4,951.2,10.8,4126.2,,2157759,25318.79841,,,Whole Building,Whole Building,38.90292904,-77.04802991
PM03502512,0073_0080,3502512,Gelman Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2120 L ST NW,GELMAN BUILDING LTD PARTNERSHIP,2,2120 L St NW,Washington,DC,20037,1969,Office,Office,235326,235326,80,54.6,55.4,171.4,174,1425.1,6.1,2788.5,,3765271,,,,Whole Building,Whole Building,38.90342611,-77.04760691
PM01373989,0073_0084,1373989,2121 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2115-2121  K ST NW,2121 K LLC,2,2121 K Street NW,Washington,DC,20037,1981,Office,Office,235248,193537,80,57.9,57.9,181.8,181.8,1243.2,6.4,3747.1,,3284445,,,,Whole Building,,38.90287198,-77.0472405
PM04018717,0073_0085,4018717,Winston House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,1991,Other - Lodging/Residential,Other - Lodging/Residential,212570,200295,,25.7,26.6,56.3,56.9,435.4,2.2,5410.3,,823446,23302.45924,,,Whole Building,Whole Building,38.90359469,-77.04790931
PM02394435,0073_0883,2394435,2175 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2175 K ST NW,DEKA IMMOBILIEN INVESTMENT GMBH,2,2175 K Street  NW,Washington,DC,20036,1981,Office,Office,183962,145743,89,46.5,46.9,146,147.3,751.8,5.2,,,1986355,,,,Whole Building,Whole Building,38.90300486,-77.0484479
PM04941418,0073_1044,4941418,1099 22nd St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1099 22ND ST NW,WEST END PLACE CONDOMINIUM,2,1099 22nd ST NW,Washington,DC,20037,1982,Multifamily Housing,Multifamily Housing,96271,103906,43,41.9,43.4,131.7,136.3,483.3,4.7,2372.1,79,1277026,,,,Whole Building,Whole Building,38.9033953,-77.0485658
DC00740842,0074_0842,N/A,,,,12/31/2017,No Report Received,2100  K ST NW,THE PROFESSIONAL ASSOCIATES,2,2100  K ST NW,Washington,DC,20427,1960,Other,Other - Undetermined Property Type,98658,,,,,,,,,,,,,,,,,38.902249,-77.046995
PM04539680,0075_0048,4539680,North Building,4539680,North Building,12/31/2017,In Compliance,2150  PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2150 Pennsylvania  Avenue  N.W.,Washington,DC,20037,1931,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,79531,79186,,44.6,45.4,140,142.5,391.7,4.9,8313.4,,1034785,,,,Whole Building,Whole Building,38.90119181,-77.0485111
PM04539701,0075_0048,4539701,South Building,4539680,North Building,12/31/2017,Incomplete report ,2150  PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2150 Pennsylvania  Avenue  N.W.,Washington,DC,20037,1978,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,79531,236469,,116.5,,249,,2292.3,9.7,5060.4,,4201281,132196.5848,,,Whole Building,Whole Building,38.9011918,-77.048511
DC00750049,0075_0049,N/A,,,,12/31/2017,No Report Received,2100  PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2100  PENNSYLVANIA AVE NW,Washington,DC,20037,1981,Other,Other - Undetermined Property Type,113547,,,,,,,,,,,,,,,,,38.90163414,-77.04855786
PM00020164,0075_0049; 0075_0050,20164,2100 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2100  PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,Washington,DC,20037,1966,Office,Office,333046,221647,46,109.6,114.3,296.5,301.4,2404.7,10.8,3663.5,,5637152,49767.75282,90924.2,,Whole Building,Whole Building,38.9011081,-77.0470223
DC00750050,0075_0050,N/A,,,,12/31/2017,No Report Received,2100  PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2100  PENNSYLVANIA AVE NW,Washington,DC,20037,1966,Other,Other - Undetermined Property Type,219499,,,,,,,,,,,,,,,,,38.90159863,-77.04761053
DC00750051,0075_0051,N/A,,,,12/31/2017,No Report Received,2121  I ST NW,THE GEORGE WASHINGTON UNIVERSITY,2,2121  I ST NW,Washington,DC,20052,1967,Other,Other - Undetermined Property Type,70308,,,,,,,,,,,,,,,,,38.90139088,-77.04721208
PM00023441,0075_0051,23441,Rice Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2121  I ST NW,THE GEORGE WASHINGTON UNIVERSITY,2,2121 I St  NW,Washington,DC,20052,1967,Office,Office,70308,71543,63,73.5,77,185.6,187,493.9,6.9,1332.7,,1087279,15502.99728,,,Whole Building,Whole Building,38.90159261,-77.02912211
PM01496039,0076_0083,1496039,2021 K Street  NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2021 K ST NW,2021 K L.L.C,2,2021 K St  NW,Washington,DC,20006,1972,Medical Office,Medical Office,258300,175073,84,53.7,55.3,168.6,173.7,1042.6,6,3978.2,,2754237,27.86985099,,,Whole Building,Whole Building,38.90290022,-77.04562821
PM01380075,0076_0088,1380075,2033 K Street  NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2033 - 2041 K ST NW,2033 K LP,2,2033 K Street N.W.,Washington,DC,20006,1975,Office,Office,128767,134457,84,61.8,62.9,194.1,197.5,922.1,6.9,2054.1,,2436306,,,,Whole Building,Whole Building,38.90317331,-77.04634227
DC00760865,0076_0865,N/A,,,,12/31/2017,No Report Received,2000  L ST NW,2000 L OWNER LLC,2,2000  L ST NW,Washington,DC,20036,1967,Other,Other - Undetermined Property Type,375360,,,,,,,,,,,,,,,,,38.90285718,-77.04616798
PM01071644,0076_0865,1071644,2000L,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2000  L ST NW,2000 L OWNER LLC,2,2000L St N.W,Washington,DC,20036,1968,Office,Office,375360,411505,,34.5,38.2,63.7,67.6,1066.2,2.6,,,1586110,87717.33596,,,Whole Building,Tenant and/or common areas (partial energy loads),38.90285718,-77.04616798
DC00760866,0076_0866,N/A,,,,12/31/2017,No Report Received,2001  K ST NW,2001 K LLC,2,2001  K ST NW,Washington,DC,20006,2002,Other,Other - Undetermined Property Type,249744,,,,,,,,,,,,,,,,,38.90341531,-77.0457871
PM02266081,0077_0059,2266081,Academic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,801 22nd St  NW,Washington,DC,20052,1982,College/University,College/University,186765,249606,,118,119.6,294.6,296.2,2743.2,11,4734.7,,5973630,90789.8586,,,Whole Building,Whole Building,38.89999732,-77.04811899
PM04935922,00770061  00770062,4935922,District House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2121 H Street NW,District House,2,2121 H Street NW,Washington,DC,20052,2016,Residence Hall/Dormitory,Residence Hall/Dormitory,,342638,54,69.6,69.6,154,154,2033.7,5.9,10957.1,,3887339,105875.4857,,,Whole Building,Whole Building,38.899877,-77.04785
PM01800460,0078_0847,1800460,2020 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2020 K ST NW,2020 K CORPORATION,2,2020 K Street N.W.,Washington,DC,20006,1976,Office,Office,504408,419988,79,54.4,54.4,170.9,170.9,2536.5,6,6422.2,,6701412,,,,Whole Building,Whole Building,38.90214936,-77.04602883
PM01423599,0078_0848,1423599,2099 Penn Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2099 PENNSYLVANIA AV NW,2099 OWNER LP,2,2099 Pennsylvania Ave. NW,Washington,DC,20006,2000,Office,Office,231809,231164,74,57.5,57.5,180.7,180.7,1475.6,6.4,3287.7,,3898535,,,,Whole Building,Whole Building,38.90164902,-77.04629552
PM04546033,0078_0850,4546033,Lombardy Towers APT Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2019 I ST NW,LOMBARDY TOWERS APT HOTEL,2,2019 I ST NW,Washington,DC,20006,1926,Hotel,Hotel,85163,85163,59,90.2,91.7,196.2,196.8,647.1,7.6,7311.2,,1212526,35419.66285,,,Whole Building,Whole Building,38.92827486,-77.04308046
DC00780852,0078_0852,N/A,,,,12/31/2017,No Report Received,2000  K ST NW,2000 K LLC,2,2000  K ST NW,Washington,DC,20006,1987,Other,Other - Undetermined Property Type,156665,,,,,,,,,,,,,,,,,38.90164385,-77.04592077
PM03510039,0079_0064,3510039,Gelman Library,3619481,Gelman Library Group,12/31/2017,In Compliance,2130 H ST NW,GEORGE WASHINGTON UNIVERSITY,2,2130 H St  NW,Washington,DC,20052,1973,Library,Library,209385,245953,,62.1,61.2,194.9,192.3,1693.9,6.9,6616.5,,4475274,,,,Another configuration,Whole Building,38.89920032,-77.04841947
PM03619481,0079_0064; 0079_0065,3619481,Gelman Library Group,3619481,Gelman Library Group,12/31/2017,In Compliance,2130 H ST NW; 0714 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,2130 H St  NW,Washington,DC,20052,1965,Library,Library,281103,464993,,82,85.3,214,215.4,3671,7.9,11096,,8340928,96768.39682,,,Whole Building,Whole Building,38.89920032,-77.04841947
PM02265130,0079_0065,2265130,Lisner Auditorium  Monroe Hall  and 714 21st St,3619481,Gelman Library Group,12/31/2017,In Compliance,0714 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,714-720 20th St and 2115 G St  NW,Washington,DC,20052,1973,College/University,College/University,71718,150372,,73.1,71.9,225.8,221.9,1204.1,8,4183.5,,3143474,2697.092509,,,Another configuration,Whole Building,38.89888556,-77.04688511
