Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
Towers at Longfellow - CRP Sports Garage - 19142,Compliant,Parking,35 Lomansey Way,02114,40784,20.2,,,"Fitness Center/Health Club/Gym, Parking, Pre-school/Daycare",1975,62.7,1.5,824992,0.97083981,0.029200285,,0.1,,"2016-1  Gas/Water - Decreased use due to tenant vacancies:  ste roof (4/30/16) and ste rear35 (4/5/15).
2015-1  GFA changed to exclude parking.
2013-1 Parcel ID includes multiple buildings (50 Staniford, Longfellow Place, CRP Sports Garage).
2013-2 Suite REAR35 is daycare in 'hut' behind main structure.  Utility set-up:  no dedicated electric service, no gas service and dedicated water service.  
2013-3 Suite ROOF is gym that occupies rooftop of entire parking garage structure.  Utility set-up:  dedicated electric, gas and water services.
2013-4  Entered as multi-building property since Suite REAR35 building is separate from garage structure but included because it has same service address.
2013-5  Parking garage has no dedicated gas or water services.
",,300470000,"2014, 2015, 2016, 2017, 2018, "
Northampton Campus,Municipal ,Other - Lodging/Residential,35 Northampton Street,02118,289096,43.7,,,Other - Lodging/Residential,2000,968.2,3.3,12627334.4,1.000041396,,,Not Available,,,,801720000,"2016, 2017, 2018, "
CHANNING,Municipal ,K-12 School,35 Sunnyside St.,02136,32582,52.4,98,,K-12 School,1926,97.2,3,1706865.8,0.162867108,0.837139651,,Not Available,,,,1811999000,"2016, 2017, 2018, "
MARSHALL,Municipal ,K-12 School,35 Westville St.,02124,141091,81.5,74,,"K-12 School, Swimming Pool",1971,660.9,4.7,11499428.2,0.1850254,0.814982253,,Not Available,,,,1500740000,"2016, 2017, 2018, "
Curley House,Municipal ,Other,350 Jamaicaway,02130,12163,66.8,,,Other,2000,45.7,3.8,812130.1,0.133395466,0.866609958,,Not Available,,,,1902060000,"2016, 2017, 2018, "
Charles Bulfinch Condominium,Compliant,Multifamily Housing,350 North Street,02113,43463,38,97,,Multifamily Housing,1986,106.3,2.4,1649679.1,0.481167913,0.51885205,,20.5,,,,303135000,"2017, 2018, "
MSPCA/Angell,Compliant,Other - Specialty Hospital,350 South Huntington Ave,02130,169972,143.4,,,Other - Specialty Hospital,1954,1518.5,8.9,24379784.7,0.389352157,0.610663963,,2.28,,,,1002199001,"2014, 2015, 2016, 2017, 2018, "
Loews Boston Hotel,Compliant,Hotel,350 Stuart Street,02116,172000,115.3,42,,Hotel,2004,1263.8,7.3,19832282.4,0.450363937,0.549654705,,44.98,,,,401117000,"2014, 2015, 2016, 2017, 2018, "
350 Washington Street,Compliant,Retail Store,350 Washington Street,02108,166700,66.9,67,,"Fitness Center/Health Club/Gym, Retail Store",1965,826,5,11159093,0.741824017,,0.258206675,21.2,,,,304630010,"2014, 2015, 2016, 2017, 2018, "
Bigelow Sq,Compliant,Multifamily Housing,350 West 4th St.,02135,60000,11.2,100,,Multifamily Housing,1899,37.9,0.6,674452.4,0.127920074,0.872085267,,2051.86,,,,600516000,"2018, "
St. Botolph,Compliant,Multifamily Housing,351-367 Massachusetts Ave,02115,46200,112.9,5,,Multifamily Housing,1899,301.4,6.5,5213955.5,0.19930441,0.800703863,,69.97,,,,402270000,"2015, 2016, 2017, 2018, "
Susan Bailis Assisted Living,Compliant,Senior Care Community,352 Mass ave,02115,50155,Not Available,,,"Parking, Retail Store, Senior Care Community",2003,Not Available,Not Available,Not Available,,,,463.77,,,,402350010,"2015, 2017, 2018, "
Thomson Portfolio - 35 Thomson Place,Compliant,Office,35-37 Thomson Place,02210,53100,87.4,76,"2017, 2016",Office,1900,298.8,5.6,4643103.2,0.476835202,0.523184513,,6.69,,,,602652010,"2015, 2016, 2017, 2018, "
Mount Hope Cemetery Administration Building,Municipal ,Office,355 Walk Hill St,02126,2400,19.2,,,Office,2000,3.5,1.5,46000.9,1.000042058,,,Not Available,,,,1806135000,"2016, 2017, 2018, "
Mount Hope Cemetery Maintenance Building,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",355 Walk Hill St,02126,6168,6.6,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,3.1,0.5,40944,1.00004151,,,Not Available,,,,1806135000,"2016, 2017, 2018, "
San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Compliant,Multifamily Housing,357 Commercial Street,02109,310000,48.7,55,,Multifamily Housing,1987,1146,3.7,15084890.5,0.715318489,,,23.87,,357 371 COMMERCIAL ST on CBL,,303039000,"2015, 2016, 2017, 2018, "
Wilder Gardens,Compliant,Multifamily Housing,36 Bishop Joe L. Smith Way,021121,70756,67.8,85,,Multifamily Housing,1920,285.3,4,4795676.7,0.270561513,0.729449682,,52.06,,"Includes parcel ids: 1400732000, 1400733000, 1400734000, 1400735000. Together these buildings exceed 50,000 square feet. Required parcel id, 1400731000, only amounts to 14,000 square feet and has less than 35 units. 

Utility usage rolled up together from utility companies as they are managed on the property level and meters are split over property. ",,1400731000,"2015, 2016, 2017, 2018, "
PHS-MGH Institute of Health Professions,Compliant,Office,36 First Avenue,02129,64925,74.4,90,,Office,1865,36.15745795,0.556911174,4830678.7,0.859102322,0.14093324,,12.66,,,,0203504000 0203504001,"2014, 2015, 2016, 2017, 2018, "
Engine 24,Municipal ,Fire Station,36 Washington St,02121,12600,118.3,,,Fire Station,2000,87.6,7,1490545.5,0.239586381,0.760423608,,Not Available,,,,1400748000,"2016, 2017, 2018, "
Northeastern University Big Campus,Compliant,College/University,360 Huntington Avenue,02115,4921206,140.8,,,College/University,1956,42557.5,8.6,692668963.5,0.343028901,0.645380984,,26.16,,,,401620000 401676000 401680000 401753000 402128010 402129000 402222010 402236000 402244010 402245030 402245034 402248000 402262000 901340000        ,"2014, 2015, 2016, 2017, 2018, "
Longwood Center,Compliant,Laboratory,360 Longwood Ave,02215,413799,304.6,,,"Laboratory, Parking",2014,7703.4,18.6,126026377.5,0.338579045,0.659792453,,17.62,,,,401967010,"2017, 2018, "
360 Newbury Condo Trust2,Compliant,Multifamily Housing,360 Newbury Street 4th floor,02115,125000,82.3,1,,Multifamily Housing,1913,735.9,5.9,10286099.7,0.782404023,0.217628366,,16.07,,,,503045010,"2016, 2017, 2018, "
Engine 05,Municipal ,Fire Station,360 Saratoga St,02128,10080,148.3,,,Fire Station,2000,90.9,9,1495270.6,0.325494773,0.674518724,,Not Available,,,,107039000,"2016, 2017, 2018, "
MetroMark (Whole Building Tracking): Building B 3611 (Whole Building Tracking),Compliant,Multifamily Housing,3611 Washington Street,02130,229047,24.3,100,,Multifamily Housing,2017,371,1.6,5571016.6,0.572492636,0.427531022,,9.76,,,,1102617010,"2018, "
Walnut Washington,Compliant,Multifamily Housing,361-363 Walnut Ave,02119,45616,30.1,100,,Multifamily Housing,1920,74.1,1.6,1370825.7,0.038901867,0.961099612,,30.54,,,,1101620000,"2015, 2016, 2017, 2018, "
MetroMark (Whole Building Tracking): Building A 3615 (Whole Building Tracking),Compliant,Multifamily Housing,3615 Washington Street,02130,109288,60,64,,Multifamily Housing,2017,468.5,4.3,6560180.6,0.776876345,0.223155831,,16.25,,,,1102617010,"2018, "
Commonwealth Condominium,Compliant,Multifamily Housing,362-366 Commonwealth Ave,02115,62000,73.9,70,,Multifamily Housing,1889,262.7,4.2,4582870.5,0.178600843,0.821406573,,23.7,,Gross floor area was estimated using the total rentable area plus common areas.,,503015000,"2015, 2016, 2017, 2018, "
349 Washington,Compliant,Retail Store,363 349 Washington Street,02109,35551,3,100,,Retail Store,1945,8.2,0.2,107387.7,1.000040411,,,0.03,,5/1/2018: Source EUI is so low because building was unoccupied for the entire year of 2017.,,304729000,"2018, "
Women's Inn,Compliant,Residential Care Facility,363 Albany Street,02118,42331,134.1,,,Residential Care Facility,1984,301.6,7.1,5678450.1,,0.999999997,,1698.75,,,,306557000,"2017, 2018, "
36-44 Quint Ave,Compliant,Multifamily Housing,36-44 Quint Ave,02134,51784,63.9,77,,Multifamily Housing,1990,191.9,3.7,3308852.4,0.206803156,0.79320546,,29.87,,,,2100917000,"2017, 2018, "
36-46 Orkney Road Condominium,Compliant,Multifamily Housing,36-46 Orkney Road,02135,48000,10.9,100,,Multifamily Housing,1913,29.1,0.6,523163.4,0.103917156,0.896087117,,20.6,,,,2102405000,"2017, 2018, "
Peterborough Housing: 36-46 Peterborough,Compliant,Multifamily Housing,36-46 Peterborough Street,02215,57061,103,87,,Multifamily Housing,1978,430.6,7.5,5877574.3,0.21785008,0.069996563,,56.67,,"Building split up over four parcel ID #'s 504232000; 504233000; 504234000; 504235000
 Per the city instruction 3/30/17: The ideal is to always go for reporting buildings as separate entries in Portfolio Manager. If they have multiple parcel numbers, than just list all of the parcel numbers in the “Boston Energy Reporting ID” section with a comma in between However if you have multiple separate buildings that all share energy use and have joint meters that can't be separated, it gets more complicated. If it seems reasonable and appropriate, than we usually ask that the total energy/water use is divided up between the different buildings by square footage and each building be reported separately with that noted in comments section.In this case, as these buildings are all residential usage, I would say take whatever joint meters they have and divy out the energy usage by a ratio of square footage. ",,504232000; 504233000; 504234000; 504235000,"2017, 2018, "
New East Boston,Municipal ,Library,365 Bremen Street,02128,15000,74.4,,,Library,2013,76,5.1,1115465.3,0.637128604,0.362897939,,Not Available,,,,104194001,"2016, 2017, 2018, "
New Mass Pike Towers,Compliant,Multifamily Housing,366 Tremont Street,02116,232496,251.4,,,Multifamily Housing,1974,3140.5,13.5,58440847.4,0.026437788,0.973563307,,67.42,,,,500270000,"2016, 2017, 2018, "
Channel Trust,Compliant,Office,369 Congress St,02210,57800,62.6,94,,"Office, Other",1918,215.2,3.7,3620290.5,0.268301841,0.731709212,,6.11,,"NStar Electric consumption is compiled meter usage by NStar. 23 meters total.
Gross Floor Area Usage footage is estimated
2014 Was First Full Year Heating System was on Gas
Major Exterior Renovation 2014-2015, Concrete and Masonry, A lot of water was used
",,602686000,"2014, 2015, 2016, 2017, 2018, "
KIPP Academy Boston Charter School,Compliant,K-12 School,37 Babson Street,02126-2246,53295,96.4,81,,"K-12 School, Parking",2016,325.1,6.1,5136907.5,0.431463016,0.568554866,,0.63,,,,1800967000,"2018, "
ALIGHIERI,Municipal ,K-12 School,37 Gove St.,02128,16948,66.7,100,,K-12 School,1924,64.6,3.8,1129738.4,0.17297765,0.827029516,,Not Available,,,,105723000,"2016, 2017, 2018, "
Hawes Hall,Compliant,College/University,37 Harvard Way,02163,61104,80.2,,,College/University,2002,363.6,6,4902635.9,0.75667358,,0.243357741,10.8,,"Electricity usage is high because Crimson Commons electricity load comes off of this building. Crimson Commons can account for ~72,000 kWh monthly. Electricity was not deducted from the Hawes meter, but I manually added electricity usage for Crimson Commons. 

Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. 2017 monthly readings are accurate.
",,2200530000,"2014, 2015, 2016, 2017, 2018, "
HEMENWAY,Municipal ,K-12 School,37 Millstone Rd.,02136,15077,78.9,81,,K-12 School,1947,69.8,4.6,1189083.2,0.237913509,0.762096378,,Not Available,,,,1809550000,"2016, 2017, 2018, "
Central Kitchen ELC,Municipal ,K-12 School,370 Columbia Road,02125,17250,385.3,1,,K-12 School,1970,421.1,24.4,6646940.9,0.434412253,0.565605737,,Not Available,,,,1502003000,"2016, 2017, 2018, "
The Eliot Hotel,Compliant,Hotel,370 Commonwealth avenue,02215,72950,Not Available,,,Hotel,1925,Not Available,Not Available,Not Available,,,,4.47,,,,503800000,"2014, 2015, 2016, 2017, 2018, "
Residence Inn Boston Downtown/Seaport,Compliant,Retail Store,370 Congress Street,02210,299178,15.3,99,,"Hotel, Retail Store",1901,350.3,1.2,4580681.4,0.991288191,0.008752852,,965.91,,,,364-372,"2017, 2018, "
371 Smiley Dorchester LLC,Compliant,Office,371-385 Dorchester Ave,02127,199002.7,4.3,,,"Office, Parking",1950,63.7,0.3,858267.3,0.895057973,0.104978947,,0.8,,,,0700014-000,"2014, 2018, "
Washington Jewelers Building,Compliant,Retail Store,373-387 Washington St.,02108,118094,186.3,,,"Office, Retail Store",1920,1641.3,13.9,21999486,0.274788993,0.013290781,,40.38,,,,304734000,"2014, 2015, 2016, 2017, 2018, "
Harvard Club,Compliant,Hotel,374 Commonwealth Avenue,02215,95000,153.6,26,,"Hotel, Parking, Restaurant",1913,880.7,9.3,14593924.5,0.306967403,0.693045303,,36.61,,,,503816000,"2016, 2018, "
374 Congress,Compliant,Office,374 Congress Street,02210,95855,111.7,77,,Office,1980,653.8,6.8,10708634.2,0.337122665,0.662891277,,14.77,,,,602646010,"2014, 2017, 2018, "
,Compliant,,374-398 BUNKER HILL ST,,,,,,,,,,,,,,,,Due to technical difficulties outside of the reporters control the building wasn't able to supply its data in time for disclosure. The City has marked it as compliant as it will be supplying it's data in the near future.,,201186050,
The MASCO Building,Compliant,Office,375 Longwood Avenue,02115,83307,121.2,,,"Office, Pre-school/Daycare, Restaurant",1992,687.4,8.3,10094538.5,0.636112851,0.363913471,,23.01,,,,1996100,"2014, 2015, 2016, 2017, 2018, "
Peninsula II,Compliant,Multifamily Housing,375 Mt Vernon St,02125,115152,122.6,22,,"Multifamily Housing, Parking",2008,802,7,14115444.8,0.157113571,0.842892921,,35.44,,,,1303411010,"2017, 2018, "
KRT Holdings LLC,Compliant,Retail Store,375 Newbury Street,02115,38380,30.7,90,,Retail Store,2014,90.4,2.4,1179407.4,1.000041403,,,6.76,,,,503801000,"2018, "
38 Chauncy Street,Compliant,Office,38 Chauncy Street,02111,139733,39.9,95,"2017, 2016, 2014, 2013, 2012, 2009",Office,1928,394.1,2.8,5576563,0.745061971,0.25496888,,21.93,,,,304557000,"2014, 2015, 2016, 2017, 2018, "
42/38 Everett Street,Compliant,Office,38 Everett Street,02135,42911,39.1,87,,Office,1111,128.8,3,1679716.6,1.000041356,,,2.16,,"Although this property was reported in 2014 for 2013 actual data, the square footage is less than 50,000 sq. ft. and it is not required to be reported.  Thus, we are not reporting this property in 2015 with 2014 data and this property can be deleted.",,2201872000,"2015, 2016, 2017, 2018, "
38 Hemenway,Compliant,Multifamily Housing,38 Hemenway Street,02115,35100,74.9,92,,Multifamily Housing,1920,150.3,4.3,2628852.1,0.172994541,0.827012641,,38.34,,,,401395000,"2015, 2016, 2017, 2018, "
38 Newbury Street,Compliant,Retail Store,38 Newbury Street,02116,45762,4.3,100,,"Office, Retail Store, Self-Storage Facility",1927,15.1,0.3,197113,1.000041236,,,17.74,,,,501241000,"2015, 2016, 2017, 2018, "
CubeSmart (Boston) Store 6681,Compliant,Self-Storage Facility,380 E. Street,02127,71791,29.5,,,Self-Storage Facility,2014,137.4,1.9,2119985.1,0.496781216,0.503239373,,0.47,,,,602838035,"2018, "
BLACKSTONE,Municipal ,K-12 School,380 Shawmut Ave.,02118,194260,82.6,51,,"K-12 School, Swimming Pool",1975,955.8,4.9,16053785.3,0.272770769,0.727240514,,Not Available,,,,900160000,"2016, 2017, 2018, "
380 Stuart Street,Compliant,Office,380 Stuart Street,02116,149000,17.8,100,"2015, 2014, 2013, 2012, 2011, 2010, 2009",Office,1930,203.2,1.4,2650740.8,0.999825652,,0.000215789,0,,LEED EBOM Project #1000006306,,401131000,"2014, 2015, 2016, 2017, 2018, "
Latin Academy I / New Girls Latin Academy,Compliant,Multifamily Housing,380 Talbot Avenue,02124,79599,102.8,13,,Multifamily Housing,1930,491.4,6.2,8185382.2,0.29348713,0.706525005,,59.63,,,,1704781102; 1704781104,"2015, 2016, 2017, 2018, "
381 Congress Street,Compliant,Multifamily Housing,381 Congress St.,02210,44010,86.7,46,,"Multifamily Housing, Restaurant",2013,219.3,5,3817376.5,0.183532858,0.816474704,,47.91,,"Property contains 44 apartments, made up of 8 studios and 36 1 bedroom units.  There is a restaurant located on the first floor.",,602687000,"2017, 2018, "
384 WARREN STREET,Compliant,Other - Education,384 WARREN STREET,02119,33750,64.4,,,Other - Education,1920,133.2,3.9,2172491.4,0.348090084,0.651924341,,9.49,,,,1200967000,"2016, 2017, 2018, "
Windsor Place Condominium,Compliant,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",02215,120295,83.1,64,,"Multifamily Housing, Office",1897,603.7,5,9992272.6,0.310119733,0.689893091,,34.76,,,,503810000,"2015, 2016, 2017, 2018, "
Saint Francis House Inc,Compliant,Office,39 Boylston St. ,02116,86000,72.8,,,"Office, Other",1900,389.7,4.5,6261539.8,0.387227469,0.612788547,,43.76,,,,304878000,"2016, 2017, 2018, "
5677-Sheraton Boston Hotel,Compliant,Hotel,39 Dalton Street,02199,1040000,100.5,58,,Hotel,1990,6458.5,6.2,104473677.7,0.339953669,0.607643964,0.052416436,32.41,,,,401037300,"2014, 2015, 2016, 2017, 2018, "
Burden Hall,Compliant,Performing Arts,39 Harvard Way,02163,28969,37.4,,,Performing Arts,1969,76.1,2.6,1083593.5,0.376481831,,,1.05,,"Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. 2017 readings are accurate, although the meter was removed in October 2017.

Burden Hall was demolished in January 2018.",,2200490000,"2014, 2015, 2016, 2017, 2018, "
Riley House: 39 Maple Avenue,Compliant,Multifamily Housing,39 Maple Avenue,02136,46834,61.5,33,,Multifamily Housing,2000,176.4,3.8,2882386.2,0.343207525,0.656806657,,28.92,,,,1809143010,"2015, 2016, 2017, 2018, "
Mission Main III,Compliant,Multifamily Housing,39 McGreevey Way,02120,189160,49.2,95,,"Multifamily Housing, Parking",2000,547.4,2.9,9305075.9,0.242395354,0.757614676,,47.64,,This parcel consists of 6 buildings.,,1000001035,"2015, 2016, 2018, "
Mission Main III - 39 McGreevey Way,Compliant,Multifamily Housing,39 McGreevey Way,02120,26680,50.3,,,"Multifamily Housing, Parking",2000,79.1,3,1341634,0.246598301,0.753411914,,49.86,,,,1000001035,"2018, "
39 North Bennet Street,Municipal ,Other - Education,39 North Bennet Street,02113,30000,Not Available,,,Other - Education,1879,Not Available,Not Available,Not Available,,,,Not Available,,,,302292000,"2016, 2017, 2018, "
Bold Colony LLC,Compliant,Self-Storage Facility,39 Old Colony Avenue,02127,67430,30,,,Self-Storage Facility,1985,136.7,2,2021796.7,0.351982105,0.354189899,,19.85,,,,700276001,"2017, 2018, "
Peterborough Housing: 39 Peterborough (35-45 Peterborough),Compliant,Multifamily Housing,39 Peterborough (35-45 Peterborough),02215,75770,66.4,72,,Multifamily Housing,1978,364.6,4.8,5033493,0.206406554,0.108533379,,39.71,,"Boston Energy Reporting ID: 504221000; 0504222000; 0504223000; 0504220000
Per the city instruction 3/30/17: The ideal is to always go for reporting buildings as separate entries in Portfolio Manager. If they have multiple parcel numbers, than just list all of the parcel numbers in the “Boston Energy Reporting ID” section with a comma in between However if you have multiple separate buildings that all share energy use and have joint meters that can't be separated, it gets more complicated. If it seems reasonable and appropriate, than we usually ask that the total energy/water use is divided up between the different buildings by square footage and each building be reported separately with that noted in comments section.In this case, as these buildings are all residential usage, I would say take whatever joint meters they have and divy out the energy usage by a ratio of square footage. ",,504221000; 0504222000; 0504223000; 0504220000,"2017, 2018, "
