OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
"22,078",2017,NonResidential,Worship Facility,Immaculate Conception Church,820 18th Ave.,Seattle,WA,98122,2254502165,3,CENTRAL,47.6101,-122.30838,1901,1,2,"26,560",0,"26,560",Worship Facility,Worship Fac,"26,560",,,,,,3,66.9000015258789,66.9000015258789,115.099998474121,115.099998474121,"1,776,214.5","1,776,897.75",,"167,028.296875","569,900.5489375","12,063.1396484375","1,206,313.96484375",66.425074600254,2.50094407380474,N,Compliant,
"22,095",2017,NonResidential,Warehouse,Culbertson Warehouse,3535 Interlake Ave North,Seattle,WA,98103,2264501050,4,LAKE UNION,47.65022,-122.34174,1957,1,2,"20,140",0,"20,140",Non-Refrigerated Warehouse,Non-Refrige,"20,140",,,,,,72,4.09999990463257,4.09999990463257,13.00,13.00,"83,455.5","83,455.5",,"24,459.400390625","83,455.4741328125",,,0.345264281443627,0.0171432115910441,N,Compliant,
"22,107",2017,Multifamily LR (1-4),Low-Rise Multifamily,Ten-O-Five,1005 E Roy St,Seattle,WA,98102,2663000620,3,EAST,47.62517,-122.31919,1930,1,3,"38,500",,,"Multifamily Housing, Parking",Multifamily,"31,659",Parking,"6,841",,,,79,57.4000015258789,57.50,81.0999984741211,81.0999984741211,"1,817,828.75","1,818,865.625",,"92,352.5","315,106.73","15,027.21875","1,502,721.875",81.1131892481785,2.10683608436827,N,Compliant,
"22,110",2017,Multifamily HR (10+),High-Rise Multifamily,Gainsborough Condominium,1017 minor Ave,Seattle,WA,98104,2680670000,3,EAST,47.61023,-122.32484,1930,1,14,"90,000",,,"Multifamily Housing, Parking",Multifamily,"90,000",Parking,"6,000",,,,82,58.2000007629395,58.0999984741211,84.4000015258789,84.0999984741211,"5,237,795","5,233,117",,"293,637.8125","1,001,892.21625","42,359.03125","4,235,903.125",229.113750932771,2.54570834369746,N,Compliant,
"22,113",2017,Multifamily LR (1-4),Low-Rise Multifamily,Galer Gardens Condominium,1417 Queen Anne Ave North,Seattle,WA,98109,2684000000,7,MAGNOLIA / QUEEN ANNE,47.63203,-122.35702,1996,1,4,"46,184",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"30,430",Parking,"10,565",Retail Store,"5,189",,43,51.2000007629395,51.2000007629395,160.899993896484,160.899993896484,"1,824,781.25","1,824,781.25",,"534,812.6875","1,824,780.88975",,,7.54931499986392,0.163461696688548,N,Compliant,
"22,115",2017,Multifamily MR (5-9),Mid-Rise Multifamily,GALLEON APARTMENTS,1221 TAYLOR AVE N,SEATTLE,WA,98109,2688400000,7,MAGNOLIA / QUEEN ANNE,47.63017,-122.34677,1967,1,5,"20,598",,,Multifamily Housing,Multifamily,"20,598",,,,,,75,32.00,31.6000003814697,100.599998474121,99.1999969482422,"659,701.125","650,883.1875",,"193,347.296875","659,700.9769375",,,2.729253966103,0.132500920774007,N,Compliant,
"22,116",2017,Multifamily HR (10+),High-Rise Multifamily,Gallery Belltown Condominium,2911 2nd Ave,Seattle,WA,98121,2688700000,7,DOWNTOWN,47.61754,-122.35225,2008,1,13,"224,105",,,"Financial Office, Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily,"196,689",Parking,"23,100",Financial Office,"2,247",,,41.5999984741211,40.7999992370605,100.599998474121,98.3000030517578,"8,352,548.5","8,199,087",,"1,604,968.25","5,476,151.669","28,763.958984375","2,876,395.8984375",175.420815192333,0.78276171969538,Y,Not Compliant,
"22,118",2017,Multifamily LR (1-4),Low-Rise Multifamily,PROVIDENCE GAMELIN HOUSE,"4515 MLK JR. WAY SO., STE. 200",SEATTLE,WA,98108,2692000000,2,GREATER DUWAMISH,47.56234,-122.29469,2004,1,4,"80,155",,,Multifamily Housing,Multifamily,"77,823",,,,,,93,27.00,26.2999992370605,61.50,60.2999992370605,"2,098,500.75","2,043,600.375",,"361,812.90625","1,234,505.636125","8,639.94921875","863,994.921875",50.9940530263757,0.636193038816988,N,Compliant,
"22,122",2017,Multifamily LR (1-4),Low-Rise Multifamily,Garden Court,1631 16th Ave,Seattle,WA,98122,2695200000,3,EAST,47.61631,-122.31165,1929,1,4,"58,608","6,030","52,578","Multifamily Housing, Parking",Multifamily,"58,601",Parking,"1,000",,,,70,80.9000015258789,79.8000030517578,109.599998474121,108.400001525879,"4,741,917","4,674,752.5",,"202,133.40625","689,679.182125","40,522.375","4,052,237.50",218.067610653467,3.72078232755712,N,Compliant,
"22,123",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Garden Court on Belmont,232 Belmont Ave E,Seattle,WA,98102,2695300000,3,EAST,47.6206,-122.32368,1994,1,6,"32,989",0,"32,989",Multifamily Housing,Multifamily,"48,560",,,,,,90,29.50,29.2999992370605,74.50,74.3000030517578,"1,431,068.75","1,422,275.625",,"296,553","1,011,838.836","4,192.30029296875","419,230.029296875",26.4513930567535,0.801824640236247,N,Compliant,
"22,135",2017,Multifamily LR (1-4),Low-Rise Multifamily,Arches Apartments,6601 Rainier Ave S,Seattle,WA,98118,2724049001,2,SOUTHEAST,47.54262,-122.27324,1967,1,3,"25,174",,,Multifamily Housing,Multifamily,"25,174",,,,,,31,35.5999984741211,34.7000007629395,111.800003051758,108.900001525879,"896,648.625","873,409.6875",,"262,792.59375","896,648.329875",,,3.70953067535448,0.147355631816735,N,Compliant,
"22,136",2017,Multifamily LR (1-4),Low-Rise Multifamily,Columbia Place,4628 S Holly St,Seattle,WA,98118,2724049002,2,SOUTHEAST,47.54303,-122.27418,1983,1,4,"52,228",,,Multifamily Housing,Multifamily,"52,228",,,,,,51,33.7000007629395,33.50,105.800003051758,105.099998474121,"1,759,739.875","1,747,849",,"515,750.1875","1,759,739.63975",,,7.28023234616396,0.139393282265527,N,Compliant,
"22,138",2017,NonResidential,Worship Facility,Two Synagogues LLC,6721 51St. Ave South,Seattle,WA,98118,2724049059,2,SOUTHEAST,47.54193,-122.27041,1927,1,2,"22,029",0,"22,029",Worship Facility,Worship Fac,"22,029",,,,,,63,46.00,43.9000015258789,62.7999992370605,60.5999984741211,"1,013,168.625","967,585",,"44,715.6015625","152,569.63253125","8,605.990234375","860,599.0234375",46.3376111304497,2.10348227928865,N,Compliant,
"22,139",2017,NonResidential,Retail Store,,7101 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,,2724049105,1,GREATER DUWAMISH,47.53846,-122.28305,1992,,2,"38,845",0,"38,845",,,,,,,,,,,,,,,,,,,,,0.00,0.000,N,Compliant,
"22,142",2017,NonResidential,Supermarket / Grocery Store,Safeway 0219 - Othello St,3900 S Othello St,Seattle,WA,98118,2724049127,2,GREATER DUWAMISH,47.53747,-122.28308,1953,1,1,"26,092",0,"26,092","Parking, Supermarket/Grocery Store",Supermarket,"25,946",Parking,0,,,,39,347.799987792969,342.100006103516,781.700012207031,775.700012207031,"9,022,838","8,875,053",,"1,515,599.875","5,171,226.7735","38,516.1015625","3,851,610.15625",225.952937303346,8.65985502465684,N,Compliant,
"22,149",2017,SPS-District K-12,K-12 School,John Rogers Elementary,4030 N.E. 109th St.,Seattle,WA,98125,2726049114,5,NORTH,47.70743,-122.28463,1955,1,1,"38,582",0,"38,582",K-12 School,K-12 School,"42,166",,,,,,86,47.2999992370605,47.2000007629395,83.5999984741211,83.5999984741211,"1,993,261.25","1,990,891.625",,"200,916.5","685,527.098","13,077.33984375","1,307,733.984375",72.2898513195783,1.87366780673833,N,Compliant,
"22,150",2017,Multifamily LR (1-4),Low-Rise Multifamily,Genesee,4425 MLK Jr. Way South,Seattle,WA,98108,2726500000,2,GREATER DUWAMISH,47.56294,-122.29524,2006,1,4,"51,405",756,"50,649","Multifamily Housing, Parking",Multifamily,"50,649",Parking,756,,,,59,44.2999992370605,43.7000007629395,91.50,90.0999984741211,"2,243,511.5","2,215,407.75",,"319,633.8125","1,090,590.56825","11,529.2099609375","1,152,920.99609375",65.7435246981973,1.27893249096775,N,Compliant,
"22,163",2017,NonResidential,Small- and Mid-Sized Office,THE CHAPMAN BLDG,5811 6TH AVE S,SEATTLE,WA,98108,2738100380,2,GREATER DUWAMISH,47.55045,-122.32749,1967,1,1,"25,500",0,"25,500",Office,Office,"25,500",,,,,,97,54.0999984741211,53.2000007629395,72.50,71.5999984741211,"1,379,126.625","1,355,780.875",,"56,250.5","191,926.706","11,872.00","1,187,200.00",63.8462134458728,2.50377307630874,N,Compliant,
"23,319",2017,Multifamily HR (10+),High-Rise Multifamily,Kelleher House,1120 Spring St,Seattle,WA,98104,3801000000,3,EAST,47.61056,-122.32525,1982,1,17,"76,855",0,"76,855",Multifamily Housing,Multifamily,"64,046",,,,,,9,46.5999984741211,45.50,146.399993896484,142.800003051758,"2,985,160.75","2,911,884.75",,"874,900.5","2,985,160.506",,,12.349930400704,0.160691307015861,N,Compliant,
"22,165",2017,NonResidential,Warehouse,(ID22165) MICHIGAN STREET BUILDINGS,790 S Michigan St,Seattle,WA,98108,2738100500,2,GREATER DUWAMISH,47.5478,-122.32307,1961,1,1,"41,895",0,"41,895","Non-Refrigerated Warehouse, Office",Non-Refrige,"37,524",Office,"2,596",,,,,34.2999992370605,32.7999992370605,81.5999984741211,79.9000015258789,"1,377,556","1,315,561.625",,"256,431.09375","874,942.891875","5,026.1298828125","502,612.98828125",30.3135087491218,0.723559106077619,N,Compliant,
"22,166",2017,NonResidential,Retail Store,Georgetown Center Bldg A,800 S Michigan ST.,Seattle,WA,98108,2738100610,2,GREATER DUWAMISH,47.54912,-122.32184,1958,1,2,"56,193",0,"56,193",Retail Store,Retail Stor,"56,193",,,,,,,45.9000015258789,45.50,114.699996948242,114.300003051758,"2,579,852","2,554,173",,"524,348.6875","1,789,077.72175","7,907.740234375","790,774.0234375",49.3996155347507,0.879106214915571,N,Compliant,
"22,170",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Gilmore Apartments,1526 Third Ave,Seattle,WA,98101,2764700000,7,DOWNTOWN,47.61066,-122.33815,2002,1,6,"66,459",,,"Multifamily Housing, Retail Store",Multifamily,"48,409",Retail Store,"9,568",,,,43,55.4000015258789,54.4000015258789,148.199996948242,145.800003051758,"3,213,094.5","3,152,590",,"731,914.8125","2,497,293.34025","7,158.0107421875","715,801.07421875",48.3477664631575,0.727482605262756,N,Compliant,
"22,194",2017,Multifamily LR (1-4),Low-Rise Multifamily,Sixty Five,1433 NW 64th,Seattle,WA,98107,2767600820,6,BALLARD,47.67504,-122.37529,1986,1,4,"44,957",,,"Multifamily Housing, Parking",Multifamily,"30,044",Parking,"6,000",,,,78,31.50,31.1000003814697,98.9000015258789,97.50,"946,721.5","932,989.375",,"277,468.1875","946,721.45575",,,3.91668858805599,0.0871207729175877,N,Compliant,
"22,210",2017,Multifamily LR (1-4),Low-Rise Multifamily,1425,1425 NW 61st St,Seattle,WA,98107,2767704620,6,BALLARD,47.67284,-122.37513,1991,1,4,"42,401",,,"Multifamily Housing, Parking",Multifamily,"32,753",Parking,"9,648",,,,,32.2000007629395,31.6000003814697,101.300003051758,99.3000030517578,"1,056,180","1,036,185.625",,"309,548.59375","1,056,179.801875",,,4.36952955044407,0.103052511743687,N,Compliant,
"22,223",2017,NonResidential,K-12 School,St. Alphonsus School,5806 15th Ave. NW,Seattle,WA,98107,2767900390,6,BALLARD,47.6712,-122.37568,1922,1,3,"35,448",0,"35,448",K-12 School,K-12 School,"35,448",,,,,,92,49.0999984741211,46.7999992370605,68.9000015258789,66.5999984741211,"1,739,547.75","1,660,280.25",,"86,448.296875","294,961.5889375","14,445.8603515625","1,444,586.03515625",77.9422521766418,2.19877714332661,N,Compliant,
"22,230",2017,NonResidential,Supermarket / Grocery Store,BALLARD MARKET (ID22230),1400 NW 56th St,Seattle,WA,98107,2768100235,6,BALLARD,47.66986,-122.37418,1966,1,1,"29,214",0,"29,214",Supermarket/Grocery Store,Supermarket,"29,214",,,,,,27,270.00,270.00,677.599975585938,677.599975585938,"7,887,477.5","7,887,477.5",,"1,614,487.25","5,508,630.497","23,788.4609375","2,378,846.09375",149.130313473541,5.10475503092836,N,Compliant,
"22,238",2017,Multifamily LR (1-4),Low-Rise Multifamily,Market Terrace,1115 NW Market St,Seattle,WA,98107,2768300150,6,BALLARD,47.66839,-122.37155,1980,1,3,"31,792",,,"Multifamily Housing, Parking",Multifamily,"21,176",Parking,"10,616",,,,79,32.5999984741211,32.2000007629395,102.199996948242,101.099998474121,"689,375.875","682,008.875",,"202,044.5","689,375.834",,,2.8520220446154,0.0897087960686776,N,Compliant,
"22,239",2017,Multifamily LR (1-4),Low-Rise Multifamily,Gilman Court,1116 NW 54th St.,Seattle,WA,98107,2768300180,6,BALLARD,47.6681,-122.3716,1996,1,4,"30,854",,,"Multifamily Housing, Office, Parking",Multifamily,"25,288",Parking,"11,065",Office,"5,566",,58,35.7999992370605,35.2000007629395,112.599998474121,110.699996948242,"1,105,982","1,087,350",,"324,144.8125","1,105,982.10025",,,4.57556702062033,0.14829736891879,N,Compliant,
"22,240",2017,NonResidential,Supermarket / Grocery Store,Safeway 1477 - Market St,1423 NW Market St,Seattle,WA,98107,2768300240,6,BALLARD,47.66828,-122.37428,2000,1,1,"89,103","43,035","46,068","Parking, Supermarket/Grocery Store",Supermarket,"47,034",Parking,0,,,,44,300.799987792969,300.899993896484,649.700012207031,649.799987792969,"14,147,914","14,151,928",,"2,201,999.5","7,513,222.294","66,346.8984375","6,634,689.84375",383.451387117942,4.30346214064557,N,Compliant,
"22,252",2017,NonResidential,Other,1415 NW 52nd,1415 NW 52nd St,Seattle,WA,98125,2768300955,6,BALLARD,47.66621,-122.37502,1961,1,1,"32,000",0,"32,000","Office, Other - Recreation",Other - Rec,"29,880",Office,"4,700",,,,,44.50,42.9000015258789,80.0999984741211,78.1999969482422,"1,539,220.375","1,482,862.125",,"161,910.703125","552,439.3190625","9,867.8095703125","986,780.95703125",54.693437567434,1.70916992398231,N,Compliant,
"22,259",2017,NonResidential,Mixed Use Property,Building C,1148 NW Leary Way,Seattle,WA,98107,2768301991,6,BALLARD,47.66389,-122.37307,1910,1,2,"31,140",0,"31,140","Non-Refrigerated Warehouse, Other, Retail Store",Other,"14,840",Retail Store,"9,400",Non-Refrigerated Warehouse,"6,900",,,36.7999992370605,35.0999984741211,57.2000007629395,55.0999984741211,"1,146,813.125","1,094,307.25",,"80,705.5","275,367.166","8,714.4599609375","871,445.99609375",47.4217204647716,1.52285550625471,Y,Not Compliant,
"22,261",2017,NonResidential,Warehouse,Building B,1141 NW 50th St,Seattle,WA,98107,2768301991,6,BALLARD,47.6644,-122.37246,1975,1,3,"41,478",0,"41,478","Non-Refrigerated Warehouse, Office",Non-Refrige,"31,932",Office,"9,546",,,,3,78.3000030517578,75.4000015258789,173.600006103516,170.199996948242,"3,249,513.5","3,129,346.25",,"531,184.5","1,812,401.514","14,371.119140625","1,437,111.9140625",83.8231139454612,2.02090539431653,N,Compliant,
"22,264",2017,NonResidential,Warehouse,Building A,1118 NW Leary Way,Seattle,WA,98107,2768302361,6,BALLARD,47.66411,-122.37185,1980,1,1,"39,840",0,"39,840",Non-Refrigerated Warehouse,Non-Refrige,"39,840",,,,,,2,20.2999992370605,20.00,63.7000007629395,62.7000007629395,"808,544.8125","795,117.8125",,"236,970.90625","808,544.732125",,,3.34503660608177,0.0839617622008477,N,Compliant,
"22,267",2017,Multifamily LR (1-4),Low-Rise Multifamily,LAUREN MAY,5814 22nd NW,Seattle,WA,98107,2767604205,6,BALLARD,47.67151,-122.38454,1928,1,4,"24,828",,,Multifamily Housing,Multifamily,"24,828",,,,,,32,98.3000030517578,96.4000015258789,120.199996948242,118.199996948242,"2,439,795","2,394,227",,"59,111.69921875","201,689.117734375","22,381.05859375","2,238,105.859375",119.700211785662,4.8211781772862,N,Compliant,
"22,279",2017,Multifamily LR (1-4),Low-Rise Multifamily,Kristine Apartments,5800 22nd Ave NE,Seattle,WA,98107,2767604310,6,BALLARD,47.67117,-122.38422,1987,1,4,"43,380",,,Multifamily Housing,Multifamily,"27,860",,,,,,76,29.2999992370605,28.7000007629395,91.9000015258789,90.1999969482422,"815,155.1875","800,594.6875",,"238,908.296875","815,155.1089375",,,3.37238444663933,0.077740535883802,N,Compliant,
"23,320",2017,NonResidential,Other,PARKWAY,6315 RAINIER AVE S,SEATTLE,WA,98118,3812400023,2,SOUTHEAST,47.54563,-122.27616,1921,1,2,"41,022",0,"41,022",Other,Other,"41,022",,,,,,,91.4000015258789,91.4000015258789,286.899993896484,286.899993896484,"3,748,384.5","3,748,384.5",,"1,098,588.5","3,748,383.962",,,15.5074680080921,0.378028082689584,N,Compliant,
"22,282",2017,Multifamily LR (1-4),Low-Rise Multifamily,Schwabacher House,1715 NW 59th St,Seattle,WA,98107,2767604370,6,BALLARD,47.67136,-122.37982,1984,1,4,"36,248",,,Multifamily Housing,Multifamily,"36,248",,,,,,76,27.6000003814697,27.2999992370605,86.6999969482422,85.8000030517578,"1,000,608.625","990,456.3125",,"293,261.59375","1,000,608.557875",,,4.13962533112282,0.114202861706103,N,Compliant,
"22,290",2017,Multifamily LR (1-4),Low-Rise Multifamily,Sunrise Manor,1530 NW 57th St,Seattle,WA,98107,2767604660,6,BALLARD,47.67042,-122.37749,1985,1,4,"26,347",,,Multifamily Housing,Multifamily,"26,347",,,,,,33,37.00,36.50,116.199996948242,114.699996948242,"975,383.3125","962,475",,"285,868.5","975,383.322",,,4.03526581451679,0.15315845502398,N,Compliant,
"22,294",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Etta at Ballard,1710 NW 57th Street,Seattle,WA,98107,2767604780,6,BALLARD,47.67043,-122.37975,1989,1,5,"53,041",,,"Multifamily Housing, Parking",Multifamily,"30,720",Parking,"4,212",,,,63,52.00,51.5999984741211,101.199996948242,100.900001525879,"1,596,629.25","1,586,228.625",,"200,984.5","685,759.114","9,108.7001953125","910,870.01953125",51.213366021898,0.965542995454421,N,Compliant,
"22,299",2017,Multifamily MR (5-9),Mid-Rise Multifamily,On the Park Apartments,2233 NW 58th St,Ballard,WA,98107,2767604965,6,BALLARD,47.67055,-122.38672,2009,1,8,"447,755","121,280","326,475","Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily,"282,899",Parking,"121,280",Supermarket/Grocery Store,"43,576",,76,56.4000015258789,56.0999984741211,152.699996948242,151.899993896484,"18,405,538","18,303,262",,"4,281,425.5","14,608,223.806","37,973.109375","3,797,310.9375",262.110978521899,0.58538928325066,N,Compliant,
"22,308",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Ballard House,2445 NW 57th St,Seattle,WA,98107,2767700100,6,BALLARD,47.66967,-122.38966,1969,1,7,"52,926",,,Multifamily Housing,Multifamily,"52,926",,,,,,15,61.0999984741211,61.0999984741211,172.800003051758,172.899993896484,"3,233,025.5","3,234,923.5",,"806,413.625","2,751,483.2885","4,815.419921875","481,541.9921875",36.9578777989038,0.698293424761059,N,Compliant,
"22,312",2017,Nonresidential COS,Other,The Seattle Public Library - Ballard Branch,5614 22nd Ave. N.W.,Seattle,WA,98107,2767700235,6,BALLARD,47.66984,-122.3842,2004,1,1,"30,576","15,576","15,000","Library, Other - Services",Library,"15,000",Other - Services,"3,100",,,,,100.400001525879,97.8000030517578,213.800003051758,211.100006103516,"1,817,420.625","1,770,173.625",,"275,071.90625","938,545.344125","8,788.75","878,875.00",50.5599143840095,1.65358171062302,N,Compliant,
"22,314",2017,Multifamily MR (5-9),Mid-Rise Multifamily,ID22314,1753 NW 57th St,Seattle,WA,98127,2767700375,6,BALLARD,47.66994,-122.38124,1999,1,6,"46,070",,,Multifamily Housing,Multifamily,"33,850",,,,,,96,25.2999992370605,25.1000003814697,79.3000030517578,78.8000030517578,"854,770.375","849,361.125",,"250,518.796875","854,770.1349375",,,3.53627607422141,0.0767587600221708,N,Compliant,
"22,315",2017,Multifamily LR (1-4),Mid-Rise Multifamily,Ballard 57,1731 NW 57th Street,Seattle,WA,98107,2767700395,6,BALLARD,47.66992,-122.38033,2016,1,6,"23,349",0,"23,349",Multifamily Housing,Multifamily,"13,204",,,,,,,47.00,47.00,112.199996948242,112.199996948242,"619,932.625","619,932.625",,"116,383.796875","397,101.5149375","2,228.31005859375","222,831.005859375",13.4774064411023,0.577215574161734,Y,Not Compliant,
"22,323",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Landmark Apartments,1737 NW 56th St,Seattle,WA,98107,2767700765,6,BALLARD,47.66923,-122.38046,1993,1,6,"40,740",,,"Multifamily Housing, Office, Parking",Multifamily,"24,572",Parking,"12,083",Office,"4,085",,,24.1000003814697,23.8999996185303,75.5999984741211,75.1999969482422,"689,552","686,175.125",,"202,096.09375","689,551.871875",,,2.85275033225681,0.0700233267613354,N,Compliant,
"22,327",2017,NonResidential,Other,Ballard Masonic Center,2006 NW Market Street,seattle,WA,98107,2767700935,6,BALLARD,47.66894,-122.38242,1924,1,2,"21,528",0,"21,528",Social/Meeting Hall,Social/Meet,"21,528",,,,,,,14.1000003814697,13.8000001907349,32.50,32.2000007629395,"303,903.3125","296,956.8125",,"53,386.3984375","182,154.39146875","1,217.48999023438","121,748.999023438",7.21968166668801,0.335362396260127,N,Compliant,
"22,332",2017,NonResidential,Other,Ballard Square,2228 NW Market Street,Seattle,WA,98107,2767701080,6,BALLARD,47.66908,-122.38627,1928,1,2,"30,000",0,"30,000","Parking, Strip Mall",Strip Mall,"25,828",Parking,0,,,,,46.2000007629395,45.7999992370605,135.899993896484,135.399993896484,"1,193,601","1,182,776",,"316,364.5","1,079,435.674","1,141.65002441406","114,165.002441406",10.5290448768544,0.350968162561814,N,Compliant,
"22,334",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Leva on Market,1545 NW Market Street,Seattle,WA,98107,2767701230,6,BALLARD,47.66842,-122.37834,2008,1,8,"243,928",,,"Multifamily Housing, Parking, Retail Store",Multifamily,"228,299",Parking,"117,799",Retail Store,"6,606",,99,35.2999992370605,34.9000015258789,81.00,80.1999969482422,"8,282,104.5","8,196,796.5",,"1,448,469.25","4,942,177.081","33,399.2734375","3,339,927.34375",197.829859893725,0.811017430937511,N,Compliant,
"22,339",2017,Multifamily MR (5-9),Mid-Rise Multifamily,511 W Mercer Place Condominium,511 W Mercer Place,Seattle,WA,98119,2569910000,7,MAGNOLIA / QUEEN ANNE,47.6249,-122.36459,2003,1,5,"28,879",,,Multifamily Housing,Multifamily,"24,070",,,,,,,21.6000003814697,21.2999992370605,68.00,66.9000015258789,"521,078.1875","513,133.6875",,"152,719.296875","521,078.2409375",,,2.15575678291497,0.0746479027291447,N,Compliant,
"22,340",2017,Multifamily LR (1-4),Low-Rise Multifamily,515 1st Avenue Condos,515 1st Ave W,Seattle,WA,98119,2569930000,7,MAGNOLIA / QUEEN ANNE,47.62374,-122.35829,1997,1,4,"20,406",,,Multifamily Housing,Multifamily,"20,406",,,,,,,28.7000007629395,28.3999996185303,65.50,65.3000030517578,"585,913.5","580,397.625",,"101,300.796875","345,638.3189375","2,402.74975585938","240,274.975585938",14.1909468908142,0.695430113241898,N,Compliant,
"22,347",2017,Multifamily MR (5-9),Mid-Rise Multifamily,The Fix Building ID22347,1507 WESTERN AVE,Seattle,WA,98101,2570280000,7,DOWNTOWN,47.60846,-122.34167,1910,1,6,"34,909",,,Multifamily Housing,Multifamily,"34,909",,,,,,94,21.2000007629395,20.3999996185303,66.6999969482422,64.0999984741211,"741,016.6875","712,445.1875",,"217,179.5","741,016.454",,,3.06566484927108,0.087818753022747,N,Compliant,
"22,351",2017,Multifamily MR (5-9),Mid-Rise Multifamily,Florentine,526 1ST AVE S,Seattle,WA,98104,2585000000,2,DOWNTOWN,47.59731,-122.33369,1909,1,6,"201,656",,,"Multifamily Housing, Retail Store",Multifamily,"152,893",Retail Store,"14,536",,,,83,24.3999996185303,23.8999996185303,76.6999969482422,75.00,"4,089,845.5","4,000,887.5",,"1,198,665","4,089,844.98",,,16.9201290018234,0.0839059041229789,N,Compliant,
"22,352",2017,Multifamily LR (1-4),Low-Rise Multifamily,Florera,413 NE 70th St,Seattle,WA,98115,2586900000,6,NORTHWEST,47.67903,-122.32412,2007,1,4,"82,486",0,"82,486","Multifamily Housing, Retail Store",Multifamily,"57,120",Retail Store,"25,366",,,,94,22.2000007629395,22.00,50.9000015258789,50.4000015258789,"1,830,195.5","1,817,363.5",,"318,827.8125","1,087,840.49625","7,423.55029296875","742,355.029296875",43.9269888576739,0.532538719997016,N,Compliant,
"22,353",2017,Multifamily LR (1-4),Low-Rise Multifamily,Parkway Apartments,7401 Rainier Ave S,Seattle,WA,98118,2589300006,2,SOUTHEAST,47.53558,-122.27061,1959,1,3,"45,201",,,Multifamily Housing,Multifamily,"45,201",,,,,,58,35.2000007629395,35.00,110.599998474121,109.900001525879,"1,592,133.25","1,582,356.5",,"466,627.5","1,592,133.03",,,6.58682575681977,0.14572300959757,N,Compliant,
"22,354",2017,Multifamily LR (1-4),Low-Rise Multifamily,Fontanelle Apartments,7325 Rainier Ave S,Seattle,WA,98118,2589300045,2,SOUTHEAST,47.53628,-122.27074,1962,1,3,"43,330",,,Multifamily Housing,Multifamily,"43,330",,,,,,100,13.3000001907349,13.3000001907349,41.9000015258789,41.9000015258789,"578,353.3125","578,353.3125",,"169,505.59375","578,353.085875",,,2.39270898272718,0.0552206088790026,N,Compliant,
