OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
73,2015,NonResidential,K-12 School,SEATTLE HEBREW ACADAMY,2125049015,"1617 INTERLAKEN DR E
SEATTLE, WA 98112
(47.63445532, -122.3080163)",3,EAST,1911,1,3,"56,072",0,"56,072",K-12 School,K-12 School,"56,072",,,,,,77,55.4,72.3,78.7,98.6,"3,106,930","4,055,974",0,"161,293","550,355","25,566","2,556,597",0,139.62,2.45,No,,Compliant,,,36,,6,"18,789"
77,2015,NonResidential,Hotel,COMFORT SUITES SEATTLE CENTER,2249000170,"601 ROY ST
SEATTLE, WA 98109
(47.62498256, -122.3445605)",7,MAGNOLIA / QUEEN ANNE,1999,1,4,"122,942","44,891","78,051","Hotel, Parking",Hotel,"78,051",Parking,"44,891",,,,94,67.6,68,135.3,136.5,"5,276,777","5,306,165",0,"703,564","2,400,660","28,762","2,876,216",0,169.49,1.29,No,,Compliant,,,56,,40,"18,390"
82,2015,NonResidential,Small- and Mid-Sized Office,WA DEPT OF SOCIAL & HEALTH SERVICES,2254501944,"1700 E CHERRY ST
SEATTLE, WA 98122
(47.60841187, -122.3095441)",3,CENTRAL,1962,1,2,"54,984",0,"54,984",Office,Office,"54,984",,,,,,65,63.7,71.3,149.8,157.8,"3,504,957","3,921,971",0,"639,274","2,181,293","13,238","1,323,754",0,85.51,1.38,No,,Compliant,,,9,,17,"19,578"
84,2015,NonResidential,Senior Care Community,PROVIDENCE MT ST VINCENT,2324039001,"4831 35TH AVE SW
SEATTLE, WA 98126
(47.55837362, -122.378518)",1,SOUTHWEST,1922,1,5,"217,603",0,"217,603","Parking, Senior Care Community",Senior Care Community,"296,313",Parking,0,,,,50,153.5,170.9,246.4,264.6,"45,494,324","50,629,892",0,"3,540,510","12,080,722","334,141","33,414,103",0,"1,858.84",8.3,No,,Compliant,,,1,,50,"19,581"
85,2015,NonResidential,Senior Care Community,FOSS HOME AND VILLAGE,2426039059,"13023 GREENWOOD AVE N
SEATTLE, WA 98133
(47.72389349, -122.3562998)",5,NORTHWEST,1970,1,2,"93,397",0,"93,397",Senior Care Community,Senior Care Community,"93,397",,,,,,1,175.3,180.8,313.8,320.7,"16,371,764","16,886,622",0,"1,699,219","5,797,976","105,740","10,574,028",0,602,6.18,No,,Compliant,,124,6,1,32,"19,582"
86,2015,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,2467400430,"207 PONTIUS AVE N
SEATTLE, WA 98109
(47.61990903, -122.3320457)",7,LAKE UNION,2008,1,6,"84,103","20,732","63,371","Hotel, Parking",Hotel,"63,371",Parking,"20,732",,,,68,62.8,63.8,164.1,164,"3,979,132","4,045,411",0,"872,126","2,975,816","10,034","1,003,439",0,74.04,0.73,No,,Compliant,,,56,,10,"18,390"
87,2015,SPS-District K-12,K-12 School,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),2518400005,"3701 SW 104TH ST
SEATTLE, WA 98146
(47.50935392, -122.3782222)",1,SOUTHWEST,1948,1,2,"53,352",0,"53,352",K-12 School,K-12 School,"53,352",,,,,,,,,,,,,,,,,,,,,Yes,Under construction starting 6/2013 (old building demolished) and ending 9/2016. New Building re-opened 9/2016. Year built changed from 1948 to 2016.,Compliant,Low Outlier,,54,,51,"17,920"
89,2015,NonResidential,Medical Office,"POLYCLINIC MEDICAL OFFICE, NORTH BUILDING",1978201270,"1200 HARVARD AVE
SEATTLE, WA 98122
(47.61249662, -122.3213373)",3,EAST,1965,1,3,"179,014",0,"179,014",Medical Office,Medical Office,"179,014",,,,,,48,105.4,110.9,221.6,224,"18,868,768","19,858,448",0,"2,784,469","9,501,003","93,682","9,368,159",0,563.78,2.92,No,,Compliant,,,8,,12,"19,578"
95,2015,NonResidential,Hotel,SORRENTO HOTEL,1979200270,"900 MADISON ST
SEATTLE, WA 98104
(47.60895788, -122.3268374)",3,EAST,1908,1,7,"76,631",0,"76,631",Hotel,Hotel,"76,631",,,,,,24,94.4,93.9,175,173.4,"7,231,928","7,192,445",0,"815,936","2,784,090","44,480","4,447,953",0,255.64,3.18,Yes,,Compliant,,,19,,12,"18,379"
96,2015,NonResidential,Mixed Use Property,PUGET SOUND BLOOD CENTER,1979200290,"921 TERRY AVE
SEATTLE, WA 98104
(47.60831445, -122.3266192)",3,EAST,1983,1,6,"187,600","18,493","169,107","Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,"40,174",Parking,"20,868",Office,"17,020",,,201.5,203.8,509.3,502.9,"15,240,688","15,416,397","4,816,083","3,055,277","10,425,038",0,0,0,444.42,2.13,No,,Compliant,,,19,,12,"18,379"
98,2015,NonResidential,Retail Store,FIRESTONE TIRE AND RUBBER CO,1983200230,"400 WESTLAKE AVE N
SEATTLE, WA 98109
(47.622375, -122.33805)",7,LAKE UNION,1929,1,2,"58,320",0,"58,320",Retail Store,Retail Store,"72,072",,,,,,95,14.9,19.2,26.6,31.5,"1,074,180","1,383,366",0,"110,291","376,328","6,979","697,867",0,39.69,0.65,No,,Compliant,,,56,,10,"18,390"
100,2015,NonResidential,Large Office,CITY PLACE III,1983200325,"551 BOREN AVE N
SEATTLE, WA 98109
(47.62428336, -122.33589247)",7,LAKE UNION,2010,1,5,"316,306",0,"316,306","Office, Other, Parking, Retail Store",Office,"261,826",Parking,"150,726",Other,"15,139",,96,46.3,46.7,139.3,139.8,"13,300,859","13,429,220",0,"3,654,943","12,471,183","8,302","830,194",0,131.03,0.24,No,,Compliant,,,56,,10,"18,390"
102,2015,NonResidential,Hotel,MARRIOTT RESIDENCE INN,1984200065,"800 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.6263594, -122.333131)",3,LAKE UNION,1990,1,7,"282,863","44,766","238,097","Hotel, Parking",Hotel,"235,788",Parking,"51,537",,,,40,79.9,85.3,178.1,186.6,"18,829,136","20,123,722",0,"3,117,920","10,638,785","81,908","8,190,794",0,509.18,1.64,No,,Compliant,,,56,,10,"18,390"
103,2015,Nonresidential COS,Other,KEY ARENA - SEATTLE CENTER,1985200003,"305 HARRISON ST
SEATTLE, WA 98109
(47.62124083, -122.3534322)",7,MAGNOLIA / QUEEN ANNE,1962,1,1,"129,000",0,"129,000",Other,Other,"368,000",,,,,,,79.7,78.7,167.7,167.7,"29,337,400","28,974,828","8,560,000","4,194,724","14,312,992",0,0,"6,464,408",760.51,5.42,No,,Compliant,,,50,,40,"18,390"
104,2015,Nonresidential COS,Other,BAGLEY WRIGHT THEATER - SEATTLE CENTER,1985200003,"305 HARRISON ST
SEATTLE, WA 98109
(47.62124083, -122.3534322)",7,MAGNOLIA / QUEEN ANNE,1962,1,1,"91,213",0,"91,213",Other,Other,"65,000",,,,,,,78,85.9,201.2,216.1,"5,069,854","5,580,583","1,270,000","1,061,505","3,622,005",0,0,"177,849",123.28,1.18,No,,Compliant,,,50,,40,"18,390"
106,2015,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,1985200305,"305 HARRISON ST
SEATTLE, WA 98109
(47.62189039, -122.3502752)",7,MAGNOLIA / QUEEN ANNE,1938,1,5,"396,085",0,"396,085",Other,Other,"278,500",,,,,,,97.6,96.5,166.8,167.7,"27,185,096","26,880,068","10,951,000","2,334,143","7,964,427",0,0,"8,269,669",900.81,2.19,No,,Compliant,,,50,,40,"18,390"
107,2015,NonResidential,Large Office,CITY PLACE IV,1986200410,"301 BOREN AVE N
SEATTLE, WA 98109
(47.62099765, -122.33592466)",7,LAKE UNION,2010,1,12,"571,329",0,"571,329","Office, Other, Parking",Office,"598,801",Parking,"310,699",Other,"26,203",,89,66.8,66.7,184.6,184.3,"41,734,776","41,683,652",0,"10,033,800","34,236,747","74,995","7,499,452",0,636.96,0.86,No,,Compliant,,,56,,10,"18,390"
110,2015,Nonresidential COS,Other,EXHIBITION HALL - SEATTLE CENTER,1988200440,"301 MERCER ST
SEATTLE, WA 98109
(47.62393635, -122.35193)",7,MAGNOLIA / QUEEN ANNE,1962,1,2,"49,680",0,"49,680",Other,Other,"52,000",,,,,,,50.6,49.4,102.4,101.3,"2,632,472","2,568,666","1,145,000","336,891","1,149,520",0,0,"337,952",96.39,1.84,No,,Compliant,,,50,,40,"18,390"
111,2015,Nonresidential COS,Other,MERCER ARENA - SEATTLE CENTER,1988200700,"301 MERCER ST
SEATTLE, WA 98109
(47.62388082, -122.3499699)",7,MAGNOLIA / QUEEN ANNE,1928,1,1,"60,696",0,"60,696",Other,Other,"108,000",,,,,,,8.6,8.6,26.9,26.9,"924,980","924,980",0,"271,096","925,018",0,0,0,6.45,0.04,No,,Compliant,,,50,,40,"18,390"
112,2015,Nonresidential COS,Other,MCCAW HALL - SEATTLE CENTER,1988200700,"225 MERCER ST
SEATTLE, WA 98109
(47.62388082, -122.3499699)",7,MAGNOLIA / QUEEN ANNE,1928,1,2,"262,048",0,"262,048",Other,Other,"296,000",,,,,,,70.4,70.4,174.1,179.7,"20,828,130","20,845,160","3,900,000","4,098,221","13,983,710",0,0,"2,944,419",398.51,1.29,No,,Compliant,,,50,,40,"18,390"
113,2015,NonResidential,Small- and Mid-Sized Office,KCTS 9,1988200705,"401 MERCER ST
SEATTLE, WA 98109
(47.623925, -122.3483417)",7,MAGNOLIA / QUEEN ANNE,1986,1,2,"66,240","2,352","63,888","Data Center, Distribution Center, Office, Parking, Retail Store",Office,"45,900",Data Center,"5,181",Distribution Center,"4,551",,,77.8,77.8,244.4,244.4,"4,329,966","4,329,966",0,"1,269,041","4,330,148",0,0,0,30.19,0.17,No,,Compliant,,,50,,40,"18,390"
114,2015,NonResidential,Large Office,BILL & MELINDA GATES FOUNDATION,1988201155,"500 5TH AVE N
SEATTLE, WA 98109
(47.62334946, -122.344706)",7,MAGNOLIA / QUEEN ANNE,2010,1,6,"920,598","303,707","616,891","Office, Other, Parking",Office,"729,584",Parking,"185,014",Other,"6,000",,93,49.9,52.8,133.3,133,"36,681,188","38,835,684",0,"8,347,549","28,483,019","81,994","8,199,352",0,634.03,0.56,No,,Compliant,,,56,,40,"18,390"
115,2015,NonResidential,Small- and Mid-Sized Office,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,1989200850,"221 1ST AVE W
SEATTLE, WA 98119
(47.62038448, -122.3584269)",7,MAGNOLIA / QUEEN ANNE,1970,1,4,"76,213","25,930","50,283","Office, Other, Parking",Office,"48,546",Parking,"21,454",Other,"2,406",,72,64.8,66.8,183.3,189.4,"3,303,553","3,402,840",0,"823,375","2,809,470","4,942","494,199",0,45.83,0.44,No,,Compliant,,,50,,40,"19,575"
116,2015,NonResidential,Hotel,THE MEDITERRANEAN INN,1989201125,"425 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62294488, -122.3571048)",7,MAGNOLIA / QUEEN ANNE,2002,1,6,"117,738","36,934","80,804","Hotel, Parking",Hotel,"59,976",Parking,"36,934",,,,52,84.4,87.5,186.9,196.8,"5,061,274","5,249,742",0,"826,582","2,820,414","22,410","2,240,976",0,138.68,1.07,No,,Compliant,,,50,,40,"19,575"
117,2015,NonResidential,Hotel,UNIVERSITY INN,1142001871,"4140 ROOSEVELT WAY NE
SEATTLE, WA 98105
(47.65774638, -122.3175345)",4,NORTHEAST,1962,1,4,"50,017",0,"50,017","Hotel, Swimming Pool",Hotel,"50,017",Swimming Pool,0,,,,51,111.4,114.3,207.1,210,"5,570,472","5,717,357",0,"632,081","2,156,751","34,138","3,413,811",0,196.34,3.74,No,,Compliant,,,60,,38,"18,383"
118,2015,SPS-District K-12,K-12 School,COOPER ELEMENTARY SCHOOL (SPS-DISTRICT),1324039116,"1901 SW GENESEE ST
SEATTLE, WA 98106
(47.56261299, -122.3579283)",1,DELRIDGE,1999,1,3,"74,468",0,"74,468",K-12 School,K-12 School,"74,768",,,,,,85,24.9,26.9,70.9,76.9,"1,857,329","2,001,478",0,"466,509","1,591,795","2,656","265,600",0,25.2,0.25,No,,Compliant,,,48,,13,"18,385"
119,2015,NonResidential,K-12 School,ST JOSEPH K-8 SCHOOL,1336800825,"700 18TH AVE E
SEATTLE, WA 98112
(47.6262348, -122.3081985)",3,EAST,1923,1,3,"67,743",0,"67,743",K-12 School,K-12 School,"67,743",,,,,,43,34,35.2,74.7,78.6,"2,303,288","2,385,958",0,"370,839","1,265,357","10,380","1,037,984",0,63.95,0.86,No,,Compliant,,,35,,6,"18,789"
120,2015,NonResidential,K-12 School,HOLY NAMES ACADEMY,1338800660,"728 21ST AVE E
SEATTLE, WA 98112
(47.62595722, -122.304164)",3,EAST,1908,1,6,"194,104",0,"194,104",K-12 School,K-12 School,"194,104",,,,,,100,30.3,38.8,51.2,61.5,"5,889,882","7,540,875",0,"526,163","1,795,343","40,946","4,094,613",0,229.98,1.15,No,,Compliant,,,35,,6,"18,789"
121,2015,NonResidential,Small- and Mid-Sized Office,THE 2100 BUILDING,1498303116,"2100 24TH AVE S
SEATTLE, WA 98144
(47.58406769, -122.3012707)",3,SOUTHEAST,2003,1,3,"99,433","35,752","63,681","Office, Parking",Office,"63,681",Parking,"35,752",,,,71,69.7,72.9,218.9,228.8,"4,439,034","4,640,342",0,"1,301,006","4,439,217",0,0,0,30.95,0.12,No,,Compliant,,,38,,42,"17,919"
122,2015,SPS-District K-12,K-12 School,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),1524049002,"3301 S HORTON ST
SEATTLE, WA 98144
(47.57334571, -122.2906221)",2,SOUTHEAST,1991,1,2,"58,933",0,"58,933",K-12 School,K-12 School,"60,725",,,,,,71,35.4,40.7,111.2,127.9,"2,150,120","2,473,493",0,"630,164","2,150,209",0,0,0,14.99,0.1,Yes,,Compliant,,,38,,42,"17,919"
125,2015,SPS-District K-12,K-12 School,MERCER JR HIGH SCHOOL (SPS-DISTRICT),1624049214,"1600 S COLUMBIAN WAY
SEATTLE, WA 98108
(47.56301254, -122.3112112)",2,GREATER DUWAMISH,1957,1,1,"130,862",0,"130,862",K-12 School,K-12 School,"132,060",,,,,,65,44.7,57.4,81.3,97.8,"5,851,209","7,508,759",0,"630,571","2,151,598","36,997","3,699,700",0,211.49,1.55,Yes,,Compliant,,,42,,41,"18,388"
127,2015,SPS-District K-12,K-12 School,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),1704900242,"5215 46TH AVE S
SEATTLE, WA 98118
(47.55446464, -122.2764003)",2,SOUTHEAST,1989,1,3,"59,955",0,"59,955",K-12 School,K-12 School,"59,955",,,,,,94,25.4,28.6,76.3,84.9,"1,521,329","1,711,759",0,"417,359","1,424,088",973,"97,300",0,15.1,0.15,Yes,,Compliant,,,11,,43,"18,800"
130,2015,SPS-District K-12,K-12 School,MCCLURE MIDDLE (SPS-DISTRICT),1794501220,"1915 1ST AVE W
SEATTLE, WA 98119
(47.6367344, -122.3589452)",7,MAGNOLIA / QUEEN ANNE,1964,1,2,"93,218",0,"93,218",K-12 School,K-12 School,"93,218",,,,,,84,33,39.9,66.6,73.9,"3,072,599","3,718,511",0,"417,995","1,426,258","16,464","1,646,400",0,97.38,0.98,Yes,,Compliant,,,50,,39,"19,575"
131,2015,NonResidential,Other,CENTURYLINK: LAKEVIEW MAIN,1797500625,"1200 NE 64TH ST
SEATTLE, WA 98115
(47.6753048, -122.315342)",4,NORTHEAST,1941,1,4,"56,521",0,"56,521",Other,Other,"49,000",,,,,,,131.5,129.8,412.9,407.6,"6,443,260","6,361,099",0,"1,888,411","6,443,526",0,0,0,44.92,0.3,No,,Compliant,,,53,,47,"18,792"
132,2015,NonResidential,Other,ROOSEVELT SQUARE,1797500715,"6417 ROOSEVELT WAY NE
SEATTLE, WA 98115
(47.6756688, -122.3161909)",4,NORTHEAST,1929,1,2,"206,934",0,"206,934","Other, Parking",Other,"119,146",Parking,0,,,,,37.4,38.8,76.5,76.7,"4,461,969","4,625,346",0,"620,828","2,118,354","23,437","2,343,703",0,139.24,0.63,No,,Compliant,,,53,,47,"18,792"
136,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - SEATTLE NORTH,1926049012,"14115 AURORA AVE N
SEATTLE, WA 98133
(47.73127184, -122.3462382)",5,NORTHWEST,2001,1,4,"51,390",0,"51,390","Hotel, Parking",Hotel,"51,390",Parking,0,,,,86,75.2,75.2,137.5,137.5,"3,864,699","3,864,699",0,"421,687","1,438,855","24,259","2,425,903",0,138.87,2.58,No,,Compliant,,116,6,1,33,"19,582"
137,2015,SPS-District K-12,K-12 School,BROADVIEW THOMSON ELEMENTARY (SPS-DISTRICT),1926049025,"13052 GREENWOOD AVE N
SEATTLE, WA 98133
(47.72465187, -122.3539331)",5,NORTHWEST,1963,1,2,"131,013",0,"131,013",K-12 School,K-12 School,"131,909",,,,,,88,29.9,33.1,59.4,62.8,"3,939,221","4,362,064",0,"518,910","1,770,594","21,687","2,168,700",0,127.52,0.92,Yes,,Compliant,,123,6,1,32,"19,582"
138,2015,SPS-District K-12,K-12 School,INGRAHAM HIGH (SPS-DISTRICT),1926049321,"1819 N 135TH ST
SEATTLE, WA 98133
(47.72595704, -122.3375948)",5,NORTHWEST,1959,1,1,"245,587",0,"245,587",K-12 School,K-12 School,"245,587",,,,,,95,42.5,49.3,77.4,85.7,"10,444,297","12,104,908",0,"1,128,223","3,849,657","65,948","6,594,800",0,377.09,1.47,Yes,,Compliant,,123,46,1,33,"19,582"
139,2015,NonResidential,Hotel,EXTENDED STAY AMERICA,1926049434,"13300 STONE AVE N
SEATTLE, WA 98133
(47.72527664, -122.3410974)",5,NORTHWEST,2002,1,3,"69,138",0,"69,138",Hotel,Hotel,"70,609",,,,,,75,46.7,47.1,104.7,106,"3,298,570","3,326,526",0,"551,264","1,880,991","14,177","1,417,657",0,88.4,1.16,Yes,,Compliant,,123,46,1,33,"19,582"
140,2015,SPS-District K-12,K-12 School,B F DAY ELEMENTARY (SPS-DISTRICT),1931301145,"3921 LINDEN AVE N
SEATTLE, WA 98103
(47.65474724, -122.3490987)",6,LAKE UNION,1991,1,3,"66,588",0,"66,588",K-12 School,K-12 School,"66,588",,,,,,75,30.5,33.9,95.9,106.3,"2,033,074","2,255,184",0,"595,860","2,033,159",0,0,0,14.17,0.08,Yes,,Compliant,,,20,,2,"18,377"
144,2015,NonResidential,Hotel,ALEXIS HOTEL,1974600035,"1007 1ST AVE
SEATTLE, WA 98104
(47.60477066, -122.33677673)",7,DOWNTOWN,1904,1,5,"190,980",0,"190,980","Hotel, Parking",Hotel,"190,980",Parking,"19,051",,,,97,36.3,36.3,89.9,89.9,"6,935,723","6,935,723",0,"1,385,577","4,727,785","22,081","2,208,135",0,150.23,0.68,No,,Compliant,,,14,,19,"18,379"
145,2015,Nonresidential COS,Other,BENAROYA HALL,1974700025,"1301 3RD AVE
SEATTLE, WA 98101
(47.60810553, -122.3369663)",7,DOWNTOWN,1998,1,6,"284,100",0,"284,100",Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,"189,750",,,,,,,74.7,74.9,197.8,190.3,"14,169,301","14,212,631","3,123,280","3,109,429","10,609,812","4,366","436,649",0,338.23,1.03,No,,Compliant,,,14,,24,"18,081"
147,2015,NonResidential,Hospital,SWEDISH MEDICAL CENTER BALLARD CAMPUS,2767703875,"5300 TALLMAN AVE NW
SEATTLE, WA 98107
(47.66742706, -122.37961578)",6,BALLARD,1954,1,5,"285,333",0,"285,333","Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),"302,661",Parking,"148,865",,,,28,209.4,221.3,442.9,450.1,"63,362,516","66,980,332",0,"9,469,708","32,311,985","310,519","31,051,872",0,"1,874.42",6.08,No,,Compliant,,,4,,1,"18,386"
148,2015,SPS-District K-12,K-12 School,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),2768000375,"5601 5TH AVE NW
SEATTLE, WA 98107
(47.67031559, -122.3622592)",6,BALLARD,1991,1,2,"55,513",0,"55,513",K-12 School,K-12 School,"57,904",,,,,,91,28.1,32,88.4,100.4,"1,612,965","1,832,205",0,"472,733","1,613,032",0,0,0,11.24,0.08,Yes,,Compliant,,,4,,2,"18,386"
163,2015,Nonresidential COS,Other,FIRE STATION 10/FAC/EOC,5247801465,"105 5TH AVE S
SEATTLE, WA 98104
(47.60158047, -122.32771508)",2,DOWNTOWN,2006,1,4,"61,156",0,"61,156","Office, Other",Other,"42,755",Office,"29,219",,,,,145,153.3,361.9,363.1,"10,434,387","11,034,854",0,"2,116,762","7,222,692","32,120","3,211,996",0,220.94,3.1,No,,Compliant,,,27,,22,"18,379"
167,2015,NonResidential,Other,WING LUKE MUSEUM/KONG YICK BLDG.,5247802715,"719 S KING ST
SEATTLE, WA 98104
(47.59809588, -122.3228283)",2,DOWNTOWN,1910,1,4,"72,820",0,"72,820",Museum,Museum,"58,000",,,,,,,35.8,38,90.2,92.5,"2,076,630","2,206,050",0,"427,532","1,458,801","6,179","617,890",0,42.99,0.5,No,,Compliant,,,27,,22,"18,379"
168,2015,NonResidential,Hotel,HAMPTON INN & SUITES,5458300285,"700 5TH AVE N
SEATTLE, WA 98109
(47.62557152, -122.347197)",7,MAGNOLIA / QUEEN ANNE,1996,1,4,"162,222","14,200","148,022","Hotel, Parking",Hotel,"113,702",Parking,"32,692",,,,75,68.2,68.2,152.8,152.8,"7,753,080","7,753,080",0,"1,294,179","4,415,922","33,373","3,337,341",0,208.03,1.17,No,,Compliant,,,50,,40,"18,390"
169,2015,SPS-District K-12,K-12 School,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),5700000455,"3013 S MOUNT BAKER BLVD
SEATTLE, WA 98144
(47.57604857, -122.2928463)",2,SOUTHEAST,1990,1,4,"289,588",0,"289,588",K-12 School,K-12 School,"289,588",,,,,,92,30.2,36,75.9,85.2,"8,747,819","10,429,328",0,"1,795,580","6,126,773","26,213","2,621,300",0,181.93,0.54,Yes,,Compliant,,,38,,42,"17,919"
170,2015,NonResidential,College/University,SCC FINE ARTS BLDG,6003000470,"801 E PINE ST
SEATTLE, WA 98122
(47.61496242, -122.3217405)",3,EAST,1915,1,3,"63,330",0,"63,330",College/University,College/University,"64,820",,,,,,,42.5,48.8,104.7,111.4,"2,755,578","3,165,935",0,"546,277","1,863,973","8,917","891,682",0,60.35,0.83,No,,Compliant,,,8,,11,"19,578"
172,2015,Campus,College/University,SOUTH SEATTLE COMMUNITY COLLEGE - CAMPUS MASTER ID,6171900005,"6000 16TH AVE SW
SEATTLE, WA 98106
(47.54550494, -122.3500523)",1,DELRIDGE,1970,1,2,"441,071",0,"441,071",College/University,College/University,"483,000",,,,,,,77.5,86.6,189.1,201.9,"37,430,780","41,809,228",0,"7,293,375","24,886,028","125,458","12,545,788",0,839.79,1.66,No,,Compliant,,,45,,13,"18,385"
173,2015,NonResidential,Small- and Mid-Sized Office,SEATTLE CHILDREN'S HOSPITAL (70th & SAND POINT ADMIN BLDG),6418100005,"6901 SAND POINT WAY NE
SEATTLE, WA 98115
(47.67843749, -122.2641702)",4,NORTHEAST,2002,1,2,"96,300",0,"96,300","Data Center, Office",Office,"92,300",Data Center,"4,944",,,,,167,166.5,472.7,462.9,"16,238,985","16,187,105",0,"4,054,793","13,835,528","24,040","2,404,032",0,224.13,1.71,No,,Compliant,,,55,,48,"18,792"
174,2015,Nonresidential COS,Other,CSC Vehicle Maintenance (E),6834700175,"805 S DEARBORN ST
SEATTLE, WA 98134
(47.59455098, -122.3218127)",2,GREATER DUWAMISH,1950,1,1,"67,356",0,"67,356","Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)","68,359",,,,,,,96.2,112.6,192.5,209.6,"6,577,130","7,693,941",0,"876,497","2,990,732","35,865","3,586,522",0,211.33,2.95,No,,Compliant,,,27,,22,"19,584"
175,2015,SPS-District K-12,K-12 School,GARFIELD HIGH (SPS-DISTRICT),6840701230,"400 23RD AVE
SEATTLE, WA 98122
(47.60502046, -122.3018326)",3,CENTRAL,2008,1,3,"254,523",0,"254,523",K-12 School,K-12 School,"254,523",,,,,,62,53.5,63.1,119.5,129.7,"13,609,040","16,067,596",0,"2,262,468","7,719,861","58,895","5,889,500",0,366.61,1.31,Yes,,Compliant,,,9,,17,"19,578"
176,2015,SPS-District K-12,K-12 School,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),7129302300,"9709 60TH AVE S
SEATTLE, WA 98118
(47.51466446, -122.2588187)",2,SOUTHEAST,2001,1,3,"78,804",0,"78,804",K-12 School,K-12 School,"78,804",,,,,,92,31.1,35.1,76.6,80.8,"2,447,651","2,763,750",0,"486,240","1,659,120","7,886","788,600",0,53.45,0.59,Yes,,Compliant,,,52,,46,"18,800"
177,2015,SPS-District K-12,K-12 School,MADRONA SCHOOL (SPS-DISTRICT),7152200350,"1121 33RD AVE
SEATTLE, WA 98122
(47.61229388, -122.2908219)",3,CENTRAL,2002,1,3,"66,994",0,"66,994",K-12 School,K-12 School,"66,994",,,,,,83,33.8,36.7,90.4,99.2,"2,266,570","2,455,369",0,"515,085","1,757,543","5,091","509,100",0,39.29,0.47,Yes,,Compliant,,,32,,8,"19,578"
178,2015,SPS-District K-12,K-12 School,VAN ASSELT @  (SPS-DISTRICT),7243500230,"8311 BEACON AVE S
SEATTLE, WA 98118
(47.52933502, -122.28844452)",2,GREATER DUWAMISH,2000,1,3,"98,357",0,"98,357",K-12 School,K-12 School,"98,357",,,,,,90,33.2,38.7,76.7,82.5,"3,265,995","3,804,876",0,"577,431","1,970,276","12,958","1,295,800",0,82.55,0.75,Yes,,Compliant,,,58,,44,"18,800"
179,2015,NonResidential,Small- and Mid-Sized Office,UNION GOSPEL MISSION ASSN,7378600265,"3800 S OTHELLO ST
SEATTLE, WA 98118
(47.53830025, -122.2840532)",2,GREATER DUWAMISH,1958,1,1,"54,765",0,"54,765","Office, Other",Office,"25,765",Other,"25,000",,,,,85,92.6,240.7,252.4,"4,316,654","4,702,108",0,"1,077,613","3,676,968","6,398","639,837",0,59.61,0.8,No,,Compliant,,,40,,44,"18,800"
180,2015,NonResidential,Other,UNION GOSPEL MISSION ASSN / HOPE PLACE,7378600265,"3802 S OTHELLO ST
SEATTLE, WA 98118
(47.53830025, -122.2840532)",2,GREATER DUWAMISH,2009,1,5,"89,821",0,"89,821","Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,"46,483",Office,"37,938",Food Service,"4,579",,,22.7,26.3,25.3,29.3,"2,017,694","2,337,736",0,"19,015","64,880","19,528","1,952,816",0,104.17,1.16,No,,Compliant,,,40,,44,"18,800"
